out_WEEKDAY_9_1
138503.0
266782.0
165216.0
79874.0
125079.0
54754.0
233557.0
59341.0
108821.0
29989.0
59795.0
115912.0
291457.0
104350.0
130178.0
301153.0
50224.0
103264.0
144930.0
38129.0
167868.0
240638.0
206916.0
217007.0
37765.0
28739.0
151054.0
158725.0
136660.0
65819.0
87792.0
63550.0
48076.0
53018.0
78401.0
53107.0
18607.0
147025.0
165639.0
164537.0
134283.0
175574.0
160576.0
236504.0
105980.0
38129.0
227749.0
249357.0
36829.0
93077.0
35112.0
167126.0
101419.0
237821.0
213554.0
168471.0
200320.0
134508.0
218770.0
114672.0
134964.0
81679.0
74782.0
232389.0
208438.0
201277.0
117974.0
220566.0
77783.0
139350.0
110939.0
129502.0
212370.0
4893.0
118253.0
191582.0
96201.0
175398.0
180009.0
118089.0
83379.0
293649.0
129378.0
180880.0
3200.0
65176.0
102365.0
30425.0
31918.0
123024.0
121450.0
52359.0
94690.0
74160.0
245175.0
99569.0
46841.0
155392.0
245293.0
86578.0
67058.0
166600.0
191086.0
248022.0
162500.0
142127.0
56585.0
129753.0
153949.0
210667.0
52117.0
61388.0
129864.0
123364.0
169247.0
139704.0
168830.0
118512.0
110282.0
133351.0
34663.0
134208.0
51970.0
37062.0
222350.0
144224.0
235710.0
89748.0
220050.0
44265.0
52071.0
122260.0
46905.0
201428.0
192431.0
215800.0
13048.0
176352.0
36915.0
49530.0
53617.0
128442.0
270567.0
128400.0
