in_WEEKENDS_HOLIDAY_0_2
21430.0
20212.0
17091.0
11242.0
9935.0
4262.0
13064.0
12107.0
11860.0
18724.0
11773.0
18157.0
21096.0
21167.0
17788.0
19864.0
7338.0
8507.0
14102.0
3976.0
16337.0
14458.0
12092.0
12981.0
3670.0
10386.0
16442.0
14373.0
16027.0
11463.0
4779.0
12193.0
9715.0
13123.0
2899.0
12503.0
4036.0
12563.0
10926.0
22781.0
17333.0
15133.0
22355.0
12394.0
6851.0
4194.0
10790.0
12934.0
3052.0
12050.0
8636.0
28863.0
10879.0
12367.0
29653.0
10637.0
13822.0
7946.0
25678.0
25590.0
22969.0
8435.0
17148.0
12979.0
26872.0
28056.0
22848.0
11742.0
11873.0
10531.0
11880.0
7935.0
21822.0
4955.0
6161.0
21861.0
15387.0
10950.0
27417.0
14000.0
23173.0
24579.0
22218.0
20903.0
5404.0
3519.0
3005.0
5218.0
1408.0
18956.0
19874.0
6265.0
6354.0
2238.0
22426.0
9894.0
4817.0
10599.0
22440.0
4274.0
3114.0
19368.0
5299.0
23265.0
5312.0
10226.0
11005.0
13368.0
13601.0
6608.0
20223.0
6828.0
9628.0
8484.0
21523.0
10728.0
17209.0
7253.0
9168.0
12745.0
2778.0
12113.0
16190.0
1346.0
19525.0
20453.0
20976.0
20099.0
21245.0
15775.0
20630.0
11392.0
9236.0
11372.0
20940.0
16113.0
320.0
22079.0
5965.0
3602.0
4291.0
18398.0
20464.0
20031.0
