out_WEEKDAY_2_2
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
86.0
86.0
0.0
96.0
41.0
30.0
0.0
41.0
0.0
0.0
0.0
0.0
58.0
4.0
0.0
58.0
0.0
41.0
0.0
48.0
46.0
81.0
0.0
64.0
0.0
48.0
46.0
46.0
50.0
0.0
24.0
0.0
17.0
1.0
0.0
12.0
1.0
0.0
3.0
46.0
0.0
0.0
0.0
0.0
1.0
0.0
0.0
0.0
9.0
1.0
4.0
17.0
0.0
0.0
0.0
17.0
0.0
0.0
4.0
17.0
0.0
0.0
35.0
0.0
0.0
0.0
0.0
25.0
0.0
0.0
0.0
17.0
0.0
0.0
0.0
0.0
4.0
35.0
0.0
0.0
0.0
0.0
35.0
0.0
0.0
17.0
17.0
17.0
0.0
0.0
0.0
0.0
35.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
4.0
0.0
17.0
