in_WEEKDAY_6_0.5
94554.0
124678.0
34195.0
47628.0
45287.0
4937.0
68280.0
22962.0
50730.0
11890.0
25477.0
57517.0
26833.0
18134.0
15640.0
107988.0
27585.0
21877.0
39068.0
4602.0
28251.0
108670.0
76416.0
68060.0
3507.0
7828.0
23284.0
120679.0
19842.0
22864.0
12423.0
25322.0
26089.0
23227.0
9734.0
16542.0
14314.0
75266.0
59195.0
17800.0
34498.0
72949.0
18176.0
47382.0
30460.0
4602.0
72366.0
47230.0
39569.0
43636.0
25775.0
13587.0
20801.0
57138.0
13754.0
58316.0
31466.0
33987.0
15700.0
1207.0
27993.0
255.0
11960.0
113299.0
12286.0
8945.0
1150.0
27501.0
39794.0
13958.0
4868.0
16404.0
17357.0
6071.0
5651.0
5407.0
35965.0
49977.0
9881.0
22522.0
33081.0
118577.0
67530.0
20523.0
2.0
36613.0
41437.0
11327.0
7203.0
5806.0
55003.0
9764.0
59576.0
3256.0
151995.0
24745.0
4156.0
90406.0
160003.0
23333.0
18522.0
40729.0
138097.0
49718.0
124207.0
24480.0
11615.0
62842.0
59668.0
32797.0
36323.0
1339.0
65988.0
59768.0
162682.0
89777.0
40438.0
15936.0
62457.0
17116.0
67.0
74158.0
58460.0
111.0
21350.0
63024.0
45510.0
5479.0
53581.0
36074.0
13677.0
33916.0
48936.0
73949.0
106142.0
71322.0
81583.0
148013.0
27647.0
12077.0
12077.0
14873.0
126656.0
67223.0
