out_WEEKENDS_HOLIDAY_20_0.5
26559.0
41964.0
12063.0
14640.0
17287.0
1733.0
17088.0
9541.0
17977.0
4580.0
6848.0
17097.0
8542.0
6080.0
4138.0
36009.0
8228.0
7489.0
10563.0
6576.0
17743.0
41806.0
22308.0
19348.0
5613.0
5513.0
6717.0
36901.0
9707.0
6687.0
10481.0
9177.0
8480.0
6173.0
4792.0
7106.0
5620.0
20984.0
24126.0
9859.0
16841.0
24620.0
17746.0
14040.0
11611.0
6576.0
27837.0
16948.0
9816.0
17768.0
7345.0
15170.0
7553.0
18418.0
20364.0
27295.0
10300.0
13009.0
17162.0
6400.0
13433.0
369.0
6592.0
37583.0
15612.0
12082.0
4826.0
13573.0
11060.0
15764.0
3075.0
16418.0
16704.0
1800.0
5676.0
7066.0
13152.0
22678.0
12021.0
9115.0
10752.0
47750.0
25663.0
17738.0
89.0
11876.0
10516.0
4734.0
3194.0
6033.0
13786.0
2716.0
19074.0
1553.0
52572.0
10932.0
2907.0
28306.0
53604.0
9358.0
8069.0
12587.0
39414.0
14421.0
35126.0
11659.0
6432.0
16590.0
15047.0
12512.0
9730.0
923.0
21491.0
19178.0
40414.0
28142.0
12622.0
5909.0
18594.0
8238.0
24.0
22653.0
14854.0
290.0
5652.0
18167.0
10397.0
4191.0
15349.0
8188.0
4846.0
8461.0
14349.0
15511.0
27953.0
20956.0
6833.0
36321.0
12425.0
10138.0
10138.0
6635.0
42843.0
19518.0
