in_WEEKENDS_HOLIDAY_16_0.5
29891.0
85785.0
14235.0
11788.0
33646.0
3324.0
13599.0
9744.0
33342.0
4109.0
7998.0
17938.0
8138.0
10415.0
5867.0
74329.0
7538.0
8849.0
10933.0
9866.0
36490.0
74399.0
41126.0
19921.0
11122.0
5820.0
8288.0
35012.0
19097.0
7354.0
26740.0
8276.0
9530.0
5066.0
4900.0
9074.0
5296.0
19785.0
51602.0
13896.0
17076.0
45625.0
21194.0
19478.0
15574.0
9866.0
54275.0
21710.0
9395.0
32403.0
6941.0
23620.0
8110.0
14575.0
31310.0
56436.0
10159.0
30063.0
54526.0
11242.0
17667.0
948.0
12299.0
71505.0
54694.0
24523.0
9615.0
15754.0
11965.0
46726.0
6139.0
46106.0
47925.0
1917.0
16788.0
10388.0
14304.0
31449.0
21746.0
13499.0
11597.0
85391.0
30265.0
50004.0
109.0
15200.0
14372.0
6194.0
6605.0
9888.0
11273.0
6078.0
28931.0
3061.0
82919.0
9065.0
3179.0
48675.0
84217.0
16684.0
18982.0
10721.0
61109.0
12281.0
57471.0
8531.0
12785.0
17653.0
15311.0
21085.0
8512.0
2620.0
33684.0
35646.0
78552.0
48485.0
10089.0
9089.0
36462.0
14638.0
90.0
45305.0
11374.0
1355.0
7020.0
14042.0
9867.0
5474.0
14117.0
7517.0
6500.0
8356.0
11022.0
16251.0
38145.0
18573.0
7575.0
75250.0
8054.0
27034.0
27034.0
12509.0
86807.0
23107.0
