out_WEEKENDS_HOLIDAY_2_0.5
27.0
89.0
19.0
32.0
35.0
0.0
39.0
8.0
15.0
21.0
12.0
20.0
18.0
0.0
2.0
68.0
42.0
29.0
0.0
0.0
0.0
41.0
71.0
66.0
0.0
0.0
2.0
1.0
1.0
6.0
0.0
0.0
0.0
29.0
0.0
0.0
10.0
48.0
3.0
0.0
0.0
2.0
0.0
82.0
0.0
0.0
40.0
27.0
0.0
0.0
18.0
0.0
0.0
53.0
0.0
3.0
83.0
53.0
23.0
0.0
0.0
0.0
0.0
53.0
23.0
0.0
0.0
0.0
37.0
0.0
0.0
0.0
8.0
0.0
0.0
0.0
19.0
0.0
0.0
6.0
8.0
26.0
3.0
8.0
0.0
0.0
1.0
0.0
0.0
0.0
96.0
0.0
2.0
0.0
29.0
86.0
0.0
12.0
30.0
0.0
3.0
31.0
3.0
18.0
4.0
56.0
8.0
49.0
18.0
9.0
53.0
0.0
22.0
8.0
71.0
12.0
42.0
11.0
8.0
7.0
0.0
54.0
155.0
0.0
18.0
117.0
115.0
0.0
36.0
8.0
3.0
33.0
53.0
43.0
55.0
45.0
0.0
52.0
66.0
2.0
2.0
0.0
92.0
35.0
