in_WEEKENDS_HOLIDAY_10_0.2
12858.0
4374.0
1556.0
4802.0
11525.0
473.0
7153.0
6002.0
15770.0
771.0
2935.0
2898.0
5160.0
3304.0
0.0
5432.0
4970.0
1509.0
4046.0
2504.0
10361.0
40330.0
3638.0
13465.0
3414.0
1913.0
3276.0
2677.0
6304.0
1872.0
8767.0
1361.0
1971.0
5265.0
25.0
1326.0
1538.0
9358.0
0.0
1904.0
8717.0
14537.0
3966.0
3714.0
5277.0
1314.0
32150.0
2393.0
4797.0
1494.0
1086.0
3419.0
3658.0
11423.0
1455.0
16044.0
0.0
15415.0
12292.0
585.0
7565.0
147.0
1776.0
29025.0
8556.0
997.0
44.0
3570.0
3563.0
5894.0
1183.0
2624.0
7246.0
535.0
2462.0
6.0
0.0
20438.0
2730.0
2684.0
1607.0
35801.0
14250.0
14325.0
0.0
1135.0
4310.0
1644.0
403.0
940.0
4523.0
3468.0
13682.0
924.0
486.0
4493.0
726.0
15283.0
47383.0
2193.0
3630.0
7855.0
6997.0
1688.0
31072.0
3246.0
7527.0
8573.0
6193.0
3313.0
3127.0
602.0
13287.0
91.0
33987.0
15725.0
1483.0
524.0
11848.0
1095.0
3.0
24037.0
7523.0
377.0
2609.0
5549.0
1865.0
2448.0
10077.0
4335.0
2967.0
3270.0
4744.0
18730.0
4359.0
4165.0
2780.0
18.0
1618.0
0.0
3996.0
1282.0
24987.0
13354.0
