in_WEEKENDS_HOLIDAY_13_1
75202.0
116415.0
64364.0
32175.0
55790.0
6265.0
113876.0
31255.0
48562.0
19461.0
36142.0
56680.0
126825.0
34853.0
45043.0
130662.0
30489.0
47175.0
81605.0
9511.0
72592.0
114324.0
94987.0
94835.0
9430.0
15097.0
67191.0
96983.0
62940.0
40817.0
41828.0
33256.0
24039.0
31971.0
38670.0
35500.0
13263.0
76063.0
70139.0
64987.0
57981.0
90891.0
76719.0
113301.0
40965.0
9511.0
108629.0
108199.0
28493.0
47526.0
25936.0
83674.0
43202.0
91554.0
118830.0
71224.0
105566.0
52032.0
112077.0
38462.0
54513.0
38975.0
31978.0
100798.0
101909.0
83072.0
58039.0
105498.0
40220.0
57714.0
31340.0
49371.0
70651.0
4115.0
43788.0
69159.0
53053.0
82187.0
74299.0
57402.0
40604.0
142513.0
52864.0
72243.0
3279.0
32963.0
46472.0
10732.0
13407.0
51853.0
56346.0
23734.0
48582.0
12204.0
106776.0
60390.0
18738.0
81958.0
107595.0
35566.0
25960.0
77585.0
97402.0
134106.0
85089.0
76276.0
34342.0
62803.0
79198.0
78084.0
32498.0
16900.0
70617.0
56006.0
100041.0
73989.0
80037.0
57570.0
53184.0
57530.0
16133.0
70380.0
43921.0
2902.0
96732.0
68708.0
103599.0
38481.0
110839.0
31876.0
29431.0
60623.0
28334.0
75495.0
84577.0
124001.0
6157.0
102379.0
20956.0
22233.0
25829.0
58999.0
119636.0
63491.0
