out_WEEKDAY_11_0.2
22546.0
17778.0
2837.0
3082.0
50620.0
6019.0
7347.0
10897.0
71679.0
890.0
8226.0
5658.0
5742.0
16236.0
0.0
18968.0
6780.0
6564.0
4895.0
12281.0
20955.0
131821.0
8267.0
18692.0
14642.0
3856.0
5537.0
4662.0
7423.0
4148.0
37123.0
1082.0
1615.0
4813.0
0.0
1814.0
2633.0
13333.0
0.0
5005.0
18545.0
57235.0
6168.0
6793.0
11943.0
2069.0
97538.0
9243.0
8860.0
5434.0
2677.0
15833.0
10366.0
15079.0
4423.0
74472.0
0.0
70616.0
35988.0
735.0
14399.0
733.0
6006.0
89794.0
37460.0
3324.0
1418.0
7501.0
6632.0
36026.0
3705.0
11691.0
34549.0
819.0
5832.0
934.0
0.0
47379.0
12480.0
6550.0
2884.0
136213.0
15271.0
56052.0
0.0
1975.0
19270.0
4450.0
788.0
5158.0
6066.0
10605.0
38358.0
5602.0
2061.0
5925.0
841.0
38947.0
138745.0
14957.0
13794.0
10847.0
12074.0
1521.0
99534.0
4204.0
27566.0
12643.0
8439.0
11497.0
3381.0
2286.0
38986.0
278.0
128093.0
58840.0
1440.0
1135.0
56322.0
11148.0
502.0
77552.0
10485.0
8000.0
2478.0
9171.0
3630.0
8761.0
11178.0
4124.0
10038.0
3799.0
4363.0
25646.0
7973.0
4684.0
12082.0
180.0
2406.0
0.0
25134.0
3481.0
117170.0
47607.0
