out_WEEKENDS_HOLIDAY_3_0.5
1.0
7.0
2.0
2.0
5.0
0.0
0.0
1.0
3.0
0.0
3.0
1.0
1.0
0.0
0.0
4.0
0.0
2.0
0.0
0.0
0.0
7.0
14.0
10.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
3.0
0.0
0.0
0.0
3.0
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
3.0
0.0
0.0
3.0
0.0
0.0
0.0
0.0
0.0
0.0
3.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
23.0
0.0
0.0
0.0
24.0
5.0
0.0
3.0
25.0
0.0
0.0
4.0
1.0
0.0
1.0
6.0
10.0
6.0
1.0
0.0
3.0
0.0
2.0
0.0
8.0
3.0
4.0
0.0
0.0
0.0
0.0
23.0
17.0
0.0
0.0
7.0
13.0
0.0
3.0
1.0
2.0
6.0
3.0
7.0
10.0
6.0
0.0
6.0
3.0
0.0
0.0
0.0
7.0
8.0
