in_WEEKDAY_1_0.2
127.0
86.0
19.0
15.0
50.0
0.0
0.0
15.0
81.0
0.0
123.0
14.0
7.0
35.0
0.0
53.0
11.0
46.0
0.0
0.0
37.0
108.0
143.0
15.0
0.0
14.0
5.0
0.0
0.0
0.0
43.0
9.0
71.0
0.0
0.0
0.0
4.0
0.0
0.0
1.0
0.0
0.0
23.0
0.0
0.0
0.0
1.0
0.0
0.0
6.0
6.0
0.0
4.0
11.0
0.0
132.0
0.0
0.0
82.0
0.0
129.0
8.0
0.0
793.0
0.0
0.0
0.0
25.0
32.0
0.0
0.0
0.0
5.0
3.0
2.0
0.0
0.0
21.0
2.0
30.0
34.0
248.0
255.0
0.0
0.0
0.0
6.0
4.0
0.0
0.0
12.0
16.0
276.0
3.0
20.0
54.0
0.0
404.0
1417.0
2.0
9.0
13.0
0.0
6.0
4.0
28.0
95.0
15.0
15.0
17.0
49.0
19.0
360.0
0.0
0.0
367.0
3.0
0.0
874.0
14.0
0.0
326.0
3.0
0.0
52.0
54.0
7.0
37.0
19.0
10.0
29.0
9.0
6.0
105.0
20.0
0.0
0.0
0.0
41.0
0.0
30.0
0.0
0.0
381.0
