out_WEEKENDS_HOLIDAY_22_0.5
20622.0
23462.0
8962.0
11607.0
10475.0
199.0
15567.0
7155.0
11927.0
3491.0
5439.0
14236.0
7722.0
3117.0
3564.0
19850.0
6316.0
5138.0
9142.0
3093.0
11033.0
23278.0
14720.0
17195.0
2333.0
3463.0
5580.0
33952.0
6774.0
5113.0
5939.0
7891.0
7441.0
5750.0
3622.0
5368.0
4110.0
17976.0
16251.0
8027.0
13502.0
16203.0
10006.0
11433.0
8340.0
3093.0
18239.0
12128.0
8959.0
11769.0
6677.0
12151.0
4717.0
17343.0
16720.0
16838.0
9039.0
7450.0
9713.0
3296.0
11525.0
282.0
3893.0
24962.0
9004.0
7172.0
2491.0
11649.0
8211.0
7550.0
2181.0
8853.0
8765.0
1577.0
3437.0
4727.0
10113.0
17478.0
7579.0
6808.0
8484.0
30317.0
21627.0
9558.0
16.0
9020.0
7318.0
3461.0
1800.0
3766.0
11722.0
1712.0
12219.0
948.0
36698.0
10244.0
1954.0
18587.0
37573.0
6758.0
5504.0
10451.0
24549.0
11859.0
20962.0
10753.0
3781.0
12641.0
11565.0
8819.0
7748.0
342.0
14863.0
9151.0
18021.0
18535.0
9918.0
3386.0
9216.0
4332.0
15.0
14059.0
11948.0
138.0
4010.0
15844.0
9724.0
2108.0
13095.0
7508.0
2793.0
7028.0
11470.0
11978.0
18768.0
14571.0
1475.0
14941.0
9373.0
4259.0
4259.0
4635.0
24115.0
13013.0
