out_WEEKENDS_HOLIDAY_9_2
197061.0
200605.0
176890.0
154749.0
97817.0
47008.0
181444.0
166958.0
120283.0
174039.0
111834.0
170361.0
208935.0
189944.0
194734.0
191911.0
71535.0
83960.0
178932.0
17746.0
195538.0
193871.0
190166.0
206587.0
15855.0
136702.0
184439.0
158774.0
227093.0
108113.0
99445.0
140281.0
127939.0
198103.0
67323.0
110802.0
71150.0
192921.0
146471.0
186065.0
183907.0
173209.0
201810.0
208010.0
123782.0
17373.0
175728.0
178449.0
63185.0
119875.0
84327.0
237977.0
184522.0
164632.0
231571.0
135473.0
208313.0
144380.0
167910.0
159882.0
186517.0
76560.0
223856.0
178072.0
172110.0
180890.0
144346.0
172573.0
148753.0
146153.0
85130.0
128803.0
178148.0
42391.0
105064.0
155361.0
209997.0
194926.0
195916.0
216793.0
192091.0
216662.0
180009.0
172772.0
24779.0
83387.0
68894.0
95721.0
32311.0
231647.0
145356.0
126429.0
73031.0
57305.0
185134.0
96349.0
86694.0
116148.0
185474.0
111994.0
42575.0
163899.0
106540.0
201709.0
105464.0
104482.0
81279.0
170211.0
183156.0
177670.0
145402.0
84878.0
141115.0
124104.0
200676.0
119855.0
148905.0
112305.0
131063.0
165427.0
34193.0
110864.0
137983.0
30552.0
149326.0
153230.0
167258.0
178555.0
180815.0
125234.0
185108.0
100222.0
152858.0
163292.0
205867.0
138332.0
10537.0
209837.0
59585.0
63944.0
76534.0
246073.0
202322.0
145724.0
