in_WEEKDAY_22_0.2
9360.0
13899.0
1293.0
1396.0
39739.0
3207.0
1884.0
3114.0
50502.0
235.0
3055.0
2001.0
2641.0
10024.0
0.0
9351.0
2306.0
4026.0
1614.0
20918.0
20566.0
86538.0
8535.0
5749.0
32037.0
2205.0
1732.0
1482.0
3076.0
1109.0
20832.0
1108.0
1383.0
1270.0
0.0
1639.0
973.0
4900.0
0.0
3463.0
12149.0
51211.0
14640.0
2740.0
7404.0
4041.0
61651.0
1528.0
3815.0
4531.0
1190.0
7649.0
5471.0
3563.0
5443.0
73809.0
0.0
42807.0
25927.0
7207.0
11178.0
167.0
2257.0
56497.0
20349.0
2695.0
494.0
4344.0
2865.0
10962.0
2420.0
9683.0
13543.0
382.0
9538.0
56.0
0.0
26156.0
8433.0
15838.0
1173.0
94317.0
20443.0
19264.0
0.0
633.0
7605.0
2378.0
363.0
3254.0
2087.0
9367.0
33407.0
3284.0
991.0
1464.0
337.0
46713.0
137385.0
3942.0
7279.0
2157.0
6253.0
1055.0
56365.0
752.0
20042.0
2174.0
2294.0
3986.0
1116.0
1706.0
28739.0
390.0
107032.0
54102.0
514.0
305.0
39617.0
6637.0
0.0
55667.0
2512.0
5063.0
1370.0
2345.0
556.0
6123.0
3564.0
1144.0
9837.0
973.0
2213.0
7989.0
1390.0
1380.0
6656.0
35.0
2044.0
0.0
28046.0
3369.0
79060.0
34535.0
