in_WEEKENDS_HOLIDAY_2_0.2
0.0
0.0
4.0
1.0
124.0
0.0
3.0
3.0
130.0
0.0
1.0
2.0
0.0
0.0
0.0
6.0
0.0
3.0
0.0
0.0
0.0
265.0
0.0
0.0
0.0
0.0
0.0
0.0
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
147.0
0.0
0.0
0.0
0.0
0.0
3.0
1.0
0.0
80.0
0.0
64.0
0.0
0.0
0.0
0.0
0.0
96.0
0.0
0.0
0.0
0.0
1.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
17.0
0.0
38.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
2.0
0.0
25.0
0.0
0.0
4.0
0.0
185.0
333.0
0.0
0.0
0.0
4.0
0.0
35.0
3.0
90.0
0.0
0.0
0.0
0.0
0.0
102.0
0.0
523.0
204.0
2.0
0.0
228.0
0.0
0.0
193.0
4.0
0.0
9.0
1.0
0.0
0.0
1.0
0.0
0.0
0.0
0.0
9.0
2.0
1.0
0.0
0.0
7.0
0.0
0.0
0.0
238.0
58.0
