in_WEEKENDS_HOLIDAY_5_0.2
1481.0
672.0
336.0
1135.0
567.0
9.0
2129.0
546.0
727.0
122.0
182.0
314.0
441.0
190.0
0.0
723.0
488.0
122.0
828.0
153.0
186.0
6130.0
113.0
1605.0
165.0
49.0
58.0
388.0
190.0
317.0
380.0
185.0
367.0
1540.0
0.0
11.0
88.0
1315.0
0.0
43.0
349.0
1554.0
58.0
313.0
313.0
64.0
3379.0
104.0
523.0
73.0
37.0
14.0
549.0
1794.0
67.0
752.0
0.0
569.0
260.0
2.0
237.0
13.0
10.0
3651.0
176.0
28.0
0.0
70.0
571.0
162.0
20.0
78.0
204.0
191.0
209.0
0.0
0.0
758.0
31.0
24.0
190.0
4097.0
1774.0
419.0
0.0
36.0
72.0
4.0
20.0
0.0
728.0
124.0
1647.0
15.0
10.0
437.0
0.0
2492.0
4833.0
45.0
79.0
738.0
263.0
276.0
1896.0
305.0
281.0
480.0
600.0
278.0
377.0
36.0
1430.0
0.0
5316.0
2602.0
282.0
2.0
1047.0
23.0
0.0
1997.0
1237.0
0.0
16.0
761.0
509.0
279.0
382.0
1347.0
75.0
571.0
836.0
2978.0
86.0
569.0
1035.0
26.0
133.0
0.0
147.0
14.0
4150.0
857.0
