out_WEEKENDS_HOLIDAY_10_0.5
31844.0
88169.0
16300.0
11118.0
42103.0
2314.0
10198.0
10269.0
40535.0
2220.0
6625.0
18116.0
10430.0
9351.0
4028.0
75182.0
6220.0
8960.0
10229.0
6515.0
37395.0
76427.0
49295.0
24425.0
7794.0
5976.0
8498.0
26163.0
27522.0
6680.0
30559.0
6755.0
5690.0
3125.0
2571.0
7355.0
4086.0
16338.0
50189.0
12429.0
19650.0
45493.0
18486.0
20952.0
14499.0
6515.0
59170.0
28912.0
7244.0
35520.0
5118.0
17045.0
11653.0
16680.0
33525.0
62181.0
8818.0
37878.0
44127.0
8503.0
15639.0
1282.0
12595.0
71786.0
44167.0
21550.0
8746.0
14107.0
10889.0
49826.0
4202.0
49972.0
41713.0
1276.0
13116.0
9717.0
13143.0
31285.0
18365.0
16127.0
14355.0
80384.0
37383.0
45807.0
134.0
16642.0
18663.0
7672.0
6814.0
10541.0
6854.0
5215.0
32032.0
2659.0
81004.0
14050.0
1833.0
51574.0
82657.0
13616.0
22609.0
12899.0
60865.0
8306.0
57835.0
9628.0
16696.0
22927.0
16748.0
25978.0
7165.0
2490.0
36220.0
40099.0
73299.0
50864.0
10174.0
14585.0
39617.0
10672.0
366.0
43983.0
9783.0
1590.0
7257.0
10016.0
5902.0
6137.0
16279.0
4388.0
8775.0
5978.0
6575.0
20422.0
58460.0
22467.0
5619.0
69546.0
7044.0
24783.0
24783.0
15228.0
90086.0
32206.0
