in_WEEKENDS_HOLIDAY_17_2
251806.0
254747.0
221631.0
187464.0
135511.0
57955.0
217499.0
198270.0
164530.0
227394.0
143911.0
220448.0
258050.0
228453.0
235732.0
241333.0
98958.0
111680.0
225591.0
26485.0
219704.0
229688.0
204106.0
226401.0
21163.0
168918.0
215132.0
211968.0
234155.0
150180.0
104399.0
183241.0
131798.0
230754.0
76645.0
145681.0
77158.0
208391.0
161106.0
257673.0
234003.0
230954.0
274949.0
228818.0
151591.0
24206.0
204117.0
189692.0
92749.0
160982.0
119450.0
339348.0
201658.0
182712.0
333742.0
153424.0
240662.0
154305.0
249474.0
244872.0
257154.0
111397.0
264095.0
189449.0
262972.0
274526.0
211599.0
199305.0
164028.0
187372.0
111896.0
160231.0
241473.0
56165.0
131999.0
222426.0
219971.0
237512.0
284650.0
256612.0
199496.0
240393.0
195630.0
236137.0
43507.0
94517.0
77176.0
103095.0
34212.0
285782.0
190701.0
150639.0
100283.0
71237.0
215784.0
110925.0
104749.0
128624.0
217498.0
123198.0
46061.0
200794.0
132243.0
225302.0
131408.0
120839.0
106062.0
200203.0
214908.0
202245.0
179027.0
122952.0
177940.0
146262.0
238653.0
132972.0
186989.0
134136.0
156685.0
193593.0
49951.0
139655.0
187178.0
41415.0
177119.0
195786.0
208861.0
200760.0
211206.0
168375.0
207218.0
129584.0
158117.0
150280.0
225668.0
192309.0
30134.0
250503.0
88567.0
81519.0
95496.0
296932.0
256226.0
189031.0
