in_WEEKDAY_11_0.2
22792.0
10650.0
3233.0
7708.0
27021.0
1625.0
12101.0
11025.0
35033.0
1111.0
8195.0
5569.0
8534.0
9624.0
0.0
11949.0
9874.0
3425.0
7381.0
4564.0
19775.0
93642.0
8733.0
22571.0
5381.0
3466.0
7972.0
4954.0
13104.0
3047.0
23658.0
1898.0
4211.0
8603.0
0.0
1794.0
3362.0
17059.0
0.0
4804.0
15862.0
36252.0
6553.0
6136.0
10490.0
2586.0
70739.0
7234.0
8926.0
3052.0
2757.0
7632.0
6540.0
19541.0
3653.0
38093.0
0.0
34287.0
32204.0
1029.0
16319.0
332.0
3655.0
69652.0
22166.0
1935.0
75.0
7016.0
6704.0
10413.0
4833.0
6765.0
21837.0
1000.0
5810.0
167.0
0.0
42712.0
9109.0
5705.0
2662.0
81874.0
24932.0
37809.0
0.0
1855.0
12049.0
3003.0
876.0
2108.0
7714.0
9671.0
25032.0
5063.0
1125.0
8512.0
950.0
34015.0
102583.0
8106.0
7913.0
16691.0
16732.0
3080.0
84396.0
5101.0
16685.0
14445.0
9262.0
9871.0
5040.0
1831.0
29733.0
208.0
83155.0
35318.0
2451.0
931.0
26300.0
4071.0
2.0
50948.0
12671.0
2964.0
2400.0
9444.0
3656.0
5250.0
15703.0
7160.0
4932.0
6085.0
7501.0
33340.0
7111.0
6713.0
7480.0
56.0
2744.0
0.0
10329.0
2872.0
66714.0
27772.0
