in_WEEKENDS_HOLIDAY_8_0.5
28831.0
38217.0
13296.0
16980.0
15987.0
1529.0
16599.0
9823.0
18058.0
3449.0
6993.0
17071.0
10523.0
7047.0
4871.0
31935.0
8519.0
6439.0
11586.0
5080.0
17661.0
38683.0
29688.0
25436.0
3144.0
5273.0
9244.0
34926.0
13825.0
6340.0
7546.0
7482.0
11692.0
6648.0
4565.0
8025.0
6440.0
24325.0
27756.0
9314.0
16995.0
24096.0
11905.0
16759.0
12843.0
5080.0
30618.0
16270.0
9871.0
13495.0
7246.0
9701.0
10231.0
20851.0
10915.0
27932.0
10066.0
15460.0
12676.0
1078.0
11686.0
269.0
7411.0
42338.0
11422.0
5421.0
1018.0
13565.0
13867.0
9127.0
2602.0
11048.0
12992.0
1515.0
4461.0
3828.0
15634.0
25551.0
5955.0
8962.0
12808.0
41957.0
25603.0
14469.0
14.0
14525.0
14346.0
6273.0
4175.0
4890.0
13424.0
4105.0
24250.0
1569.0
55350.0
11570.0
2329.0
28006.0
57696.0
8662.0
9388.0
14369.0
45199.0
12888.0
41175.0
11951.0
6548.0
23158.0
17976.0
15550.0
8202.0
585.0
25253.0
17059.0
45968.0
27802.0
12820.0
8744.0
17947.0
7505.0
34.0
25864.0
12599.0
181.0
6920.0
16547.0
11706.0
2545.0
18176.0
8048.0
4429.0
8791.0
11144.0
18153.0
39272.0
20486.0
10930.0
40658.0
10716.0
6789.0
6789.0
10778.0
39026.0
22196.0
