in_WEEKDAY_22_1
65491.0
136722.0
58708.0
25395.0
70734.0
9990.0
119349.0
21694.0
67329.0
10052.0
19374.0
50135.0
158100.0
29579.0
44903.0
150345.0
18639.0
65827.0
89557.0
58026.0
63636.0
118069.0
90555.0
91411.0
56996.0
10835.0
73261.0
105710.0
52471.0
41789.0
43401.0
23156.0
11992.0
18959.0
36115.0
35199.0
7031.0
45445.0
109556.0
88484.0
60853.0
94383.0
100893.0
109538.0
41366.0
58026.0
109526.0
142339.0
16361.0
53974.0
12818.0
121526.0
31950.0
107880.0
153372.0
110054.0
96424.0
54657.0
148446.0
73345.0
78829.0
50051.0
26812.0
123879.0
135691.0
129196.0
87587.0
110524.0
23719.0
105991.0
38734.0
87927.0
95946.0
2132.0
72578.0
96698.0
37736.0
63930.0
123865.0
52217.0
24644.0
156496.0
74628.0
91331.0
9045.0
23805.0
34448.0
15332.0
11660.0
54221.0
53443.0
18175.0
52639.0
12617.0
158245.0
42426.0
15045.0
92592.0
158204.0
27070.0
32147.0
80746.0
91448.0
144452.0
79825.0
84381.0
26347.0
36079.0
64870.0
60612.0
19235.0
18749.0
58449.0
69203.0
130349.0
91052.0
79233.0
60547.0
65985.0
70478.0
37877.0
69308.0
16287.0
10905.0
148844.0
59093.0
157539.0
45601.0
135309.0
12225.0
23987.0
80666.0
12933.0
69448.0
74548.0
140780.0
8226.0
124473.0
12088.0
46901.0
48368.0
61637.0
138226.0
54443.0
