out_WEEKENDS_HOLIDAY_19_1
72498.0
95275.0
55452.0
32324.0
50656.0
8327.0
101387.0
32151.0
45834.0
22334.0
37516.0
59621.0
102358.0
31567.0
40037.0
107632.0
31569.0
43197.0
64879.0
14680.0
51128.0
95548.0
78613.0
87319.0
14431.0
15362.0
63170.0
82242.0
49926.0
41742.0
33919.0
33353.0
19819.0
32730.0
31333.0
39058.0
14665.0
75443.0
59013.0
67996.0
58624.0
76555.0
76702.0
90016.0
37309.0
14680.0
87254.0
89049.0
29643.0
42167.0
24888.0
68015.0
39378.0
74634.0
91065.0
60046.0
84047.0
41641.0
87603.0
38227.0
56962.0
32826.0
22827.0
80754.0
75335.0
62842.0
43617.0
76625.0
38442.0
47426.0
23799.0
41017.0
53065.0
4077.0
36466.0
52129.0
48293.0
64520.0
66631.0
54461.0
30296.0
114868.0
53232.0
52384.0
4871.0
26852.0
35740.0
10285.0
8925.0
40147.0
56115.0
19827.0
46176.0
10897.0
95067.0
58226.0
17115.0
73191.0
95744.0
35159.0
19177.0
65404.0
83597.0
118971.0
71854.0
68877.0
31759.0
50680.0
68201.0
63199.0
35273.0
16527.0
60584.0
55291.0
88113.0
65343.0
69379.0
47426.0
51140.0
57327.0
16002.0
58526.0
47741.0
2341.0
84387.0
68830.0
95649.0
38185.0
91874.0
33021.0
31975.0
45983.0
27752.0
58518.0
74646.0
115499.0
10690.0
91048.0
25550.0
24308.0
26739.0
46025.0
98317.0
62999.0
