out_WEEKDAY_21_0.2
17637.0
6230.0
2438.0
4126.0
13132.0
947.0
13194.0
8611.0
19337.0
1770.0
3644.0
5374.0
7641.0
5298.0
0.0
5697.0
7283.0
1952.0
3649.0
9167.0
6342.0
48115.0
4985.0
12145.0
9673.0
1855.0
1483.0
5476.0
1081.0
2763.0
8960.0
1037.0
3396.0
9743.0
0.0
1299.0
2663.0
17360.0
0.0
2947.0
16678.0
15027.0
5651.0
2517.0
10145.0
1431.0
33863.0
1582.0
7713.0
1385.0
1172.0
16175.0
5456.0
14816.0
3318.0
21656.0
0.0
18001.0
8936.0
981.0
10781.0
87.0
2759.0
31455.0
9421.0
1111.0
412.0
5385.0
5075.0
6179.0
1276.0
2616.0
6518.0
825.0
2574.0
78.0
0.0
21072.0
3222.0
2694.0
4154.0
60233.0
6970.0
10083.0
0.0
3300.0
6809.0
1093.0
463.0
1298.0
11858.0
3690.0
15688.0
1305.0
353.0
4573.0
905.0
18453.0
70805.0
3871.0
4906.0
6895.0
5435.0
3070.0
49074.0
5032.0
5245.0
5105.0
7656.0
2392.0
4137.0
375.0
16222.0
58.0
47963.0
20753.0
3724.0
502.0
19661.0
1693.0
23.0
24167.0
15536.0
436.0
3079.0
13790.0
8022.0
3863.0
9848.0
9652.0
3990.0
6033.0
7183.0
18782.0
6098.0
7040.0
12815.0
95.0
2107.0
0.0
6380.0
1805.0
32659.0
17147.0
