in_WEEKENDS_HOLIDAY_16_0.2
10171.0
9588.0
1553.0
2261.0
23104.0
2108.0
4875.0
4386.0
29167.0
617.0
3358.0
2172.0
3583.0
6286.0
0.0
7991.0
3406.0
2368.0
2406.0
7834.0
14705.0
64817.0
5099.0
6578.0
11122.0
1909.0
2533.0
1958.0
4529.0
1449.0
18391.0
1390.0
2003.0
3746.0
358.0
1725.0
1298.0
7417.0
0.0
2911.0
8372.0
31049.0
6786.0
2120.0
6236.0
2032.0
44593.0
2199.0
4541.0
2648.0
1111.0
7521.0
3105.0
6648.0
2821.0
38900.0
0.0
27035.0
31204.0
2500.0
8333.0
221.0
3419.0
46203.0
22629.0
2219.0
445.0
3927.0
2371.0
13518.0
1642.0
7144.0
15253.0
648.0
5287.0
28.0
0.0
21778.0
7578.0
5978.0
1367.0
71460.0
13075.0
28149.0
0.0
1154.0
5479.0
1535.0
523.0
1969.0
3084.0
5194.0
20865.0
1818.0
911.0
2574.0
743.0
28106.0
78421.0
4629.0
5663.0
3332.0
7422.0
1482.0
44332.0
1722.0
11117.0
3586.0
3523.0
4490.0
2309.0
1386.0
20991.0
324.0
72125.0
31607.0
1318.0
395.0
28433.0
7109.0
2.0
40295.0
5986.0
1178.0
1561.0
4349.0
1432.0
4560.0
4552.0
3398.0
4932.0
2329.0
3226.0
11100.0
1785.0
3010.0
7307.0
35.0
1732.0
0.0
15104.0
1642.0
56009.0
16141.0
