in_WEEKDAY_8_2
714371.0
744231.0
636224.0
584124.0
436461.0
179834.0
669860.0
578549.0
547222.0
587110.0
436234.0
608260.0
745034.0
617118.0
699622.0
685052.0
274720.0
337985.0
727159.0
36978.0
664923.0
692958.0
735086.0
829639.0
28381.0
441595.0
612867.0
660935.0
704390.0
423563.0
255529.0
536222.0
389557.0
762829.0
190609.0
387889.0
292449.0
736874.0
471741.0
553991.0
666661.0
742747.0
588660.0
706850.0
580768.0
33801.0
625281.0
683976.0
354675.0
461523.0
390510.0
441582.0
617598.0
662370.0
450288.0
428582.0
802541.0
512177.0
373571.0
319839.0
510141.0
358844.0
533972.0
680905.0
370311.0
354142.0
298511.0
614624.0
570611.0
322677.0
206549.0
277784.0
412514.0
145899.0
209256.0
314942.0
683160.0
604969.0
381454.0
886899.0
494215.0
651567.0
504532.0
458403.0
51635.0
335548.0
304202.0
187620.0
100977.0
562939.0
582966.0
565534.0
315326.0
218739.0
668425.0
321594.0
352633.0
384343.0
670339.0
404391.0
150847.0
541447.0
473101.0
612445.0
468117.0
363247.0
261115.0
631823.0
685649.0
629264.0
553692.0
364543.0
599110.0
447301.0
708428.0
395873.0
515832.0
457628.0
479745.0
605818.0
128503.0
403068.0
562252.0
127171.0
505748.0
615671.0
654818.0
520282.0
562156.0
451020.0
534303.0
368947.0
557622.0
495988.0
673725.0
561461.0
116786.0
761748.0
233202.0
244752.0
274190.0
607214.0
747623.0
577445.0
