out_WEEKDAY_5_0.2
2550.0
3784.0
85.0
625.0
8326.0
3.0
187.0
613.0
15816.0
2.0
785.0
245.0
594.0
3110.0
0.0
1915.0
286.0
323.0
471.0
1801.0
724.0
39655.0
979.0
1969.0
1379.0
62.0
83.0
108.0
2219.0
366.0
1258.0
220.0
211.0
279.0
0.0
124.0
76.0
1244.0
0.0
513.0
1383.0
9292.0
46.0
543.0
382.0
405.0
13602.0
677.0
86.0
1043.0
137.0
128.0
1908.0
1867.0
133.0
11015.0
0.0
5977.0
376.0
0.0
628.0
42.0
61.0
14594.0
1041.0
328.0
0.0
391.0
877.0
1798.0
0.0
193.0
1136.0
2.0
55.0
0.0
0.0
2290.0
114.0
44.0
180.0
36631.0
4143.0
538.0
0.0
67.0
1349.0
302.0
283.0
0.0
312.0
851.0
14558.0
295.0
4.0
330.0
57.0
3139.0
55880.0
351.0
996.0
807.0
301.0
127.0
6174.0
17.0
8528.0
1853.0
410.0
1288.0
217.0
384.0
12217.0
651.0
52994.0
3922.0
5.0
162.0
15679.0
218.0
0.0
25208.0
492.0
7.0
123.0
407.0
279.0
674.0
825.0
171.0
3742.0
276.0
157.0
2067.0
180.0
120.0
5431.0
48.0
230.0
0.0
318.0
216.0
25109.0
14628.0
