in_WEEKDAY_8_1
270926.0
300955.0
209646.0
144975.0
156622.0
33869.0
300173.0
128057.0
136500.0
80661.0
127813.0
224004.0
319654.0
118409.0
155388.0
348283.0
114480.0
127371.0
226026.0
20394.0
165539.0
295278.0
323428.0
311178.0
18557.0
45082.0
213957.0
298340.0
202940.0
158690.0
85560.0
115856.0
83786.0
125778.0
88438.0
113976.0
52646.0
297268.0
185706.0
160014.0
180120.0
258556.0
167397.0
324748.0
182849.0
20394.0
305689.0
370581.0
101989.0
128436.0
89050.0
141665.0
145633.0
280876.0
180087.0
190097.0
304116.0
146186.0
153219.0
42239.0
116824.0
88961.0
81503.0
298222.0
123420.0
101741.0
58899.0
267911.0
129822.0
81078.0
71428.0
66841.0
115247.0
11969.0
63771.0
92525.0
194325.0
237914.0
125353.0
205603.0
101337.0
328159.0
165253.0
122022.0
1593.0
111688.0
173861.0
36054.0
43060.0
124501.0
214892.0
95447.0
157708.0
48550.0
320389.0
191038.0
48216.0
219247.0
325911.0
107523.0
68065.0
206847.0
371800.0
336110.0
340428.0
193555.0
97754.0
230496.0
278402.0
241713.0
117387.0
44980.0
245397.0
186903.0
341478.0
201981.0
219331.0
170536.0
176526.0
183695.0
40645.0
192451.0
159943.0
3844.0
267590.0
251203.0
343702.0
121757.0
253940.0
107676.0
100820.0
125419.0
104249.0
216587.0
238438.0
418998.0
91203.0
318577.0
68097.0
58396.0
72526.0
160609.0
311712.0
237336.0
