in_WEEKENDS_HOLIDAY_20_1
45531.0
99538.0
39513.0
17566.0
47910.0
8025.0
89400.0
17371.0
44677.0
10355.0
18389.0
34516.0
111210.0
24357.0
27068.0
109219.0
17675.0
43614.0
59472.0
25898.0
48439.0
91907.0
60377.0
61480.0
24812.0
9039.0
50799.0
70722.0
35738.0
27534.0
33313.0
18329.0
10045.0
16138.0
29192.0
26727.0
7128.0
36764.0
66154.0
56393.0
40639.0
64478.0
76435.0
76975.0
26977.0
25898.0
75842.0
86379.0
14831.0
38282.0
11868.0
83492.0
24120.0
67318.0
115740.0
66354.0
70111.0
36280.0
110712.0
48026.0
49406.0
34592.0
20951.0
77669.0
93908.0
82292.0
59462.0
77209.0
19320.0
75009.0
24223.0
63582.0
61303.0
2172.0
52824.0
67303.0
28655.0
44605.0
75201.0
34555.0
22723.0
115782.0
42176.0
59118.0
7115.0
17900.0
25468.0
7441.0
8140.0
32567.0
34981.0
12039.0
39639.0
8094.0
101015.0
32446.0
12379.0
66047.0
101109.0
23748.0
20699.0
62733.0
73613.0
108950.0
64499.0
61067.0
19527.0
31842.0
51004.0
42464.0
16463.0
16787.0
46895.0
61966.0
100589.0
63238.0
62889.0
42623.0
59395.0
62942.0
28171.0
56544.0
18633.0
2664.0
97432.0
39293.0
99375.0
34788.0
98071.0
14001.0
20392.0
58594.0
12571.0
47245.0
56015.0
111289.0
14114.0
101072.0
13140.0
35321.0
37074.0
36848.0
100958.0
36498.0
