out_WEEKDAY_0_2
49657.0
48149.0
38253.0
28802.0
35010.0
7575.0
38780.0
32582.0
41646.0
35055.0
34360.0
43724.0
48626.0
36567.0
41182.0
42298.0
19344.0
27661.0
44896.0
3103.0
32499.0
40153.0
43516.0
50004.0
3061.0
25012.0
33299.0
41480.0
37643.0
27911.0
14105.0
32497.0
16668.0
46836.0
10390.0
22344.0
17304.0
44271.0
23090.0
38274.0
43210.0
46839.0
37000.0
38323.0
30823.0
2755.0
34421.0
33194.0
21357.0
28900.0
26025.0
22766.0
30521.0
30514.0
24906.0
21644.0
43559.0
24838.0
22414.0
18795.0
35716.0
23689.0
27725.0
33638.0
22644.0
21458.0
17636.0
35733.0
26198.0
11533.0
11296.0
8612.0
19978.0
9012.0
7508.0
16627.0
34803.0
28618.0
20418.0
53716.0
38608.0
58302.0
44001.0
22308.0
2542.0
12243.0
8673.0
5424.0
1778.0
25064.0
40526.0
16604.0
20862.0
11949.0
52786.0
26621.0
10857.0
31572.0
52846.0
18348.0
5028.0
41161.0
14420.0
56224.0
14486.0
30161.0
20059.0
29864.0
32463.0
30672.0
41871.0
15454.0
28553.0
19390.0
40327.0
32590.0
39760.0
23337.0
23160.0
26521.0
4952.0
32218.0
35446.0
15122.0
44229.0
44773.0
50975.0
36742.0
50661.0
42266.0
38077.0
30434.0
29312.0
32229.0
35731.0
34683.0
2880.0
44399.0
14372.0
12482.0
14316.0
26558.0
48054.0
41523.0
