out_WEEKDAY_0_0.2
3402.0
964.0
467.0
578.0
900.0
8.0
1831.0
924.0
1346.0
166.0
472.0
822.0
1494.0
700.0
0.0
1041.0
923.0
166.0
307.0
674.0
451.0
5408.0
312.0
1976.0
1171.0
267.0
348.0
704.0
370.0
305.0
701.0
188.0
524.0
2137.0
0.0
162.0
344.0
1309.0
0.0
324.0
1857.0
1392.0
893.0
305.0
1060.0
124.0
3305.0
106.0
1044.0
79.0
152.0
270.0
629.0
2064.0
484.0
1985.0
0.0
924.0
921.0
25.0
1937.0
15.0
156.0
4035.0
938.0
125.0
54.0
511.0
987.0
159.0
166.0
260.0
895.0
195.0
251.0
48.0
0.0
1723.0
334.0
487.0
792.0
6475.0
701.0
1419.0
0.0
339.0
307.0
72.0
52.0
146.0
2199.0
103.0
1928.0
234.0
44.0
2395.0
17.0
1481.0
7541.0
566.0
307.0
729.0
519.0
603.0
2452.0
1191.0
496.0
402.0
905.0
298.0
834.0
28.0
1890.0
0.0
3019.0
2397.0
612.0
30.0
1582.0
156.0
7.0
3327.0
2712.0
50.0
541.0
2541.0
1861.0
323.0
1691.0
2439.0
243.0
796.0
1249.0
2461.0
637.0
704.0
83.0
1.0
285.0
0.0
477.0
244.0
2862.0
1383.0
