out_WEEKENDS_HOLIDAY_4_2
6.0
13.0
13.0
2.0
1.0
2.0
2.0
2.0
9.0
13.0
0.0
3.0
6.0
8.0
7.0
13.0
7.0
0.0
0.0
0.0
3.0
2.0
0.0
0.0
0.0
2.0
0.0
0.0
0.0
0.0
3.0
0.0
0.0
0.0
3.0
3.0
2.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
8.0
0.0
0.0
0.0
0.0
0.0
6.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
7.0
0.0
0.0
0.0
0.0
9.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
7.0
13.0
0.0
0.0
40.0
40.0
24.0
0.0
0.0
1.0
1.0
0.0
0.0
0.0
8.0
11.0
25.0
0.0
8.0
1.0
19.0
1.0
8.0
13.0
0.0
8.0
10.0
28.0
10.0
1.0
2.0
0.0
0.0
13.0
7.0
10.0
0.0
10.0
0.0
1.0
8.0
0.0
10.0
10.0
0.0
8.0
0.0
0.0
8.0
7.0
7.0
39.0
40.0
19.0
41.0
7.0
0.0
0.0
0.0
0.0
0.0
0.0
10.0
13.0
13.0
13.0
13.0
6.0
