out_WEEKDAY_17_2
724321.0
748011.0
638826.0
543764.0
394110.0
166715.0
638568.0
576978.0
486642.0
610791.0
419237.0
622930.0
760985.0
658032.0
692214.0
697117.0
261545.0
316908.0
678074.0
32427.0
572275.0
657559.0
621996.0
697593.0
27374.0
434795.0
552776.0
628337.0
635529.0
416063.0
226842.0
530930.0
348650.0
702502.0
172943.0
353107.0
236142.0
635961.0
420942.0
577065.0
612537.0
693179.0
628115.0
642247.0
480610.0
29020.0
540721.0
589256.0
301423.0
463420.0
363302.0
593881.0
551593.0
557233.0
599910.0
398976.0
691123.0
437457.0
474600.0
456553.0
569111.0
337776.0
591887.0
587859.0
490060.0
508010.0
403016.0
544907.0
500338.0
362440.0
249255.0
308764.0
511859.0
149836.0
226579.0
428000.0
629536.0
578228.0
534900.0
778093.0
539098.0
668275.0
540471.0
527460.0
75391.0
300580.0
260487.0
191699.0
85118.0
625241.0
549614.0
517107.0
281468.0
202967.0
669234.0
341186.0
331768.0
403058.0
669805.0
366713.0
143759.0
577791.0
427223.0
625300.0
421971.0
376219.0
280253.0
583811.0
633196.0
584963.0
545458.0
334723.0
522020.0
408776.0
734617.0
415529.0
545762.0
422760.0
441741.0
560272.0
120864.0
411673.0
596345.0
148000.0
511180.0
584334.0
628284.0
544271.0
579386.0
451453.0
560214.0
379364.0
501452.0
467332.0
664082.0
594427.0
113904.0
781621.0
235032.0
222153.0
256521.0
663454.0
751351.0
547746.0
