in_WEEKDAY_0_0.5
6120.0
14817.0
1163.0
911.0
8169.0
372.0
607.0
1232.0
8045.0
105.0
1865.0
4484.0
674.0
1647.0
348.0
11706.0
437.0
1154.0
461.0
2419.0
4801.0
11598.0
6356.0
1700.0
3520.0
635.0
513.0
5139.0
4305.0
552.0
1327.0
375.0
611.0
191.0
68.0
891.0
205.0
1063.0
7696.0
3084.0
1835.0
6314.0
5438.0
1696.0
1236.0
2419.0
6243.0
3103.0
612.0
6897.0
185.0
3524.0
1078.0
836.0
4586.0
9086.0
374.0
3250.0
5814.0
1576.0
4438.0
34.0
663.0
14017.0
6500.0
4745.0
990.0
1442.0
1165.0
2758.0
1108.0
3430.0
6458.0
114.0
1946.0
5395.0
582.0
2301.0
6092.0
2435.0
1234.0
21524.0
10926.0
6189.0
0.0
1443.0
1480.0
695.0
770.0
673.0
843.0
501.0
6402.0
735.0
22635.0
765.0
89.0
11951.0
22849.0
818.0
4071.0
508.0
5441.0
733.0
5213.0
588.0
3750.0
1334.0
896.0
1133.0
882.0
337.0
6700.0
7050.0
15256.0
11940.0
500.0
1704.0
7067.0
885.0
0.0
10371.0
468.0
477.0
288.0
1094.0
651.0
438.0
1038.0
297.0
1910.0
367.0
209.0
1186.0
8230.0
3259.0
172.0
15075.0
785.0
2854.0
2854.0
725.0
14923.0
7693.0
