out_WEEKDAY_1_2
4684.0
4109.0
2443.0
3114.0
3228.0
626.0
3196.0
2577.0
3667.0
2492.0
3724.0
4141.0
4114.0
3446.0
2523.0
3439.0
1537.0
2463.0
4658.0
40.0
2385.0
3320.0
4170.0
4391.0
6.0
2465.0
2425.0
3603.0
4131.0
3002.0
794.0
2355.0
1784.0
3820.0
271.0
1234.0
1247.0
3320.0
1752.0
1844.0
1989.0
4162.0
1711.0
1143.0
1186.0
5.0
1099.0
3525.0
153.0
2274.0
1843.0
472.0
1128.0
2613.0
572.0
1699.0
1392.0
1265.0
685.0
350.0
1557.0
1520.0
977.0
3585.0
677.0
442.0
486.0
1010.0
3086.0
130.0
125.0
104.0
219.0
707.0
72.0
119.0
3357.0
655.0
314.0
5152.0
2419.0
3837.0
2925.0
222.0
9.0
593.0
347.0
166.0
70.0
436.0
4353.0
1151.0
1952.0
298.0
5572.0
1759.0
899.0
1959.0
5572.0
801.0
182.0
2861.0
1021.0
3689.0
1095.0
1919.0
1427.0
3189.0
3256.0
867.0
4445.0
1551.0
2291.0
2227.0
1908.0
1970.0
2726.0
1488.0
2490.0
2715.0
39.0
2105.0
1066.0
269.0
4295.0
4648.0
5102.0
2982.0
3509.0
2880.0
3139.0
1947.0
2797.0
3015.0
2715.0
1059.0
0.0
2162.0
1315.0
62.0
112.0
439.0
4080.0
4446.0
