out_WEEKENDS_HOLIDAY_13_0.2
10932.0
9475.0
1706.0
1959.0
22846.0
2735.0
4868.0
5093.0
33044.0
641.0
3633.0
3073.0
3696.0
7320.0
0.0
10039.0
3414.0
3686.0
2669.0
10434.0
10704.0
67706.0
4784.0
7856.0
11667.0
1758.0
1760.0
3208.0
2742.0
2061.0
18181.0
993.0
1351.0
3342.0
54.0
1210.0
1445.0
8078.0
0.0
2673.0
10407.0
30290.0
4722.0
2794.0
8368.0
1004.0
48729.0
3020.0
5011.0
2745.0
1264.0
11210.0
4980.0
7161.0
3040.0
38192.0
0.0
31781.0
22501.0
749.0
7512.0
425.0
3666.0
44960.0
23162.0
1960.0
901.0
4142.0
3205.0
20797.0
1418.0
6085.0
16909.0
731.0
2705.0
157.0
0.0
23829.0
7829.0
3217.0
1885.0
78431.0
7688.0
25294.0
0.0
1487.0
6541.0
2147.0
525.0
2617.0
3888.0
4561.0
23015.0
1650.0
803.0
2806.0
834.0
21220.0
78827.0
5811.0
5700.0
3940.0
4900.0
1283.0
49583.0
2349.0
12186.0
4859.0
4486.0
3880.0
2276.0
1079.0
20484.0
179.0
71513.0
34127.0
1382.0
493.0
35603.0
7336.0
112.0
38719.0
7008.0
1374.0
1831.0
5472.0
2686.0
5818.0
5578.0
3079.0
5742.0
2093.0
3197.0
12147.0
3610.0
3241.0
7771.0
25.0
1510.0
0.0
14977.0
1786.0
58478.0
23134.0
