out_WEEKENDS_HOLIDAY_8_1
51020.0
90904.0
44342.0
26072.0
46697.0
7233.0
83261.0
21686.0
38895.0
13259.0
23526.0
40516.0
100734.0
25015.0
33904.0
102031.0
19723.0
38974.0
50069.0
13694.0
62369.0
88818.0
75606.0
77449.0
13456.0
10030.0
53438.0
57954.0
55639.0
26360.0
32343.0
21626.0
22287.0
19511.0
29050.0
23703.0
7545.0
54578.0
55144.0
48598.0
40628.0
58355.0
50777.0
83324.0
29365.0
13694.0
80149.0
80485.0
14663.0
32172.0
12772.0
52399.0
35785.0
74955.0
66647.0
56160.0
71500.0
41146.0
65045.0
23664.0
35939.0
27943.0
21350.0
77641.0
58676.0
48289.0
29164.0
73623.0
28625.0
41899.0
19692.0
40592.0
40612.0
1564.0
39095.0
34293.0
38812.0
60617.0
40533.0
42536.0
37580.0
113809.0
45218.0
41809.0
1200.0
25410.0
34350.0
11154.0
10539.0
40655.0
46358.0
15008.0
36396.0
9234.0
84078.0
41907.0
16896.0
60657.0
83536.0
20903.0
25800.0
59120.0
73236.0
88268.0
60810.0
54694.0
21494.0
54976.0
61899.0
64616.0
21145.0
15140.0
51645.0
42091.0
66224.0
52249.0
59750.0
45910.0
37949.0
44803.0
10551.0
52486.0
20521.0
3494.0
82760.0
54168.0
79874.0
33866.0
80947.0
16269.0
19202.0
47524.0
18742.0
83602.0
82371.0
86086.0
9020.0
69789.0
14279.0
15406.0
17300.0
42064.0
92356.0
47054.0
