in_WEEKDAY_15_0.5
60635.0
184959.0
53922.0
22400.0
70535.0
7053.0
23749.0
20305.0
69875.0
6225.0
19171.0
38347.0
16357.0
24886.0
34815.0
160615.0
17690.0
16432.0
22983.0
22139.0
61708.0
154987.0
87751.0
43598.0
18875.0
13148.0
24071.0
70852.0
43991.0
26578.0
44079.0
12172.0
17332.0
8038.0
7501.0
17836.0
12857.0
42852.0
105190.0
31350.0
37711.0
101591.0
34068.0
37131.0
34557.0
22139.0
116005.0
44754.0
17781.0
64961.0
13602.0
38580.0
18546.0
25552.0
53193.0
113093.0
17330.0
67716.0
92681.0
14698.0
37782.0
1995.0
25620.0
149165.0
93219.0
39901.0
14020.0
29582.0
24591.0
68322.0
19617.0
69358.0
95284.0
3141.0
31202.0
27835.0
26509.0
63812.0
38603.0
25043.0
27487.0
169657.0
62715.0
98397.0
134.0
31949.0
39430.0
19292.0
16137.0
16871.0
20201.0
27837.0
55277.0
13151.0
180587.0
17408.0
5100.0
96482.0
186966.0
30815.0
43906.0
31969.0
135612.0
29053.0
126271.0
15898.0
27690.0
38034.0
37000.0
55266.0
16948.0
8635.0
75631.0
62941.0
158866.0
96031.0
25232.0
21379.0
65163.0
23684.0
132.0
90572.0
32900.0
8497.0
14651.0
27201.0
25235.0
9976.0
36261.0
11003.0
10664.0
17642.0
14417.0
39565.0
78007.0
33633.0
9519.0
153235.0
25767.0
42644.0
42644.0
23540.0
187399.0
52418.0
