in_WEEKDAY_15_1
141079.0
257949.0
158709.0
60787.0
114721.0
26731.0
230391.0
54512.0
100538.0
32117.0
70390.0
111798.0
287035.0
87494.0
116291.0
294914.0
55174.0
97753.0
159262.0
41681.0
124518.0
226347.0
180152.0
190444.0
41014.0
39390.0
130218.0
198783.0
114813.0
87373.0
76586.0
58515.0
43539.0
60879.0
76213.0
59431.0
28898.0
144499.0
148267.0
130360.0
110056.0
181415.0
138325.0
214937.0
84630.0
41681.0
207350.0
241884.0
43539.0
96981.0
48093.0
156603.0
87480.0
209275.0
222476.0
149296.0
190340.0
115428.0
212593.0
85557.0
107909.0
81616.0
69257.0
214667.0
203047.0
177744.0
123382.0
204500.0
74779.0
127279.0
82421.0
108554.0
172893.0
6968.0
96838.0
161375.0
94510.0
144185.0
160310.0
107625.0
65250.0
276205.0
103363.0
173438.0
6427.0
65691.0
97961.0
31640.0
30996.0
92036.0
108472.0
86784.0
93315.0
34680.0
243878.0
96140.0
39712.0
157424.0
249085.0
79198.0
59279.0
167811.0
207878.0
261765.0
178151.0
143678.0
63163.0
122817.0
159336.0
162567.0
58013.0
36978.0
136043.0
116370.0
211715.0
148111.0
169333.0
122650.0
108710.0
117012.0
37369.0
141105.0
80663.0
19165.0
215574.0
132128.0
239319.0
76723.0
224256.0
47146.0
52397.0
133671.0
55565.0
149969.0
145587.0
256181.0
14152.0
212433.0
50041.0
49852.0
55295.0
110280.0
263223.0
119284.0
