out_WEEKENDS_HOLIDAY_0_1
13033.0
10458.0
7991.0
3783.0
5824.0
409.0
10481.0
4217.0
4973.0
2888.0
7146.0
10581.0
11701.0
4211.0
5128.0
11972.0
5180.0
4888.0
7645.0
974.0
4937.0
10286.0
10645.0
11672.0
967.0
1267.0
7143.0
10636.0
5605.0
6427.0
2968.0
4292.0
2436.0
5051.0
3272.0
4131.0
1896.0
11076.0
5406.0
6872.0
7413.0
8759.0
6818.0
10078.0
3632.0
974.0
9255.0
9557.0
3636.0
4535.0
4592.0
4094.0
4349.0
8489.0
5760.0
5475.0
10391.0
3559.0
6499.0
2026.0
5821.0
3491.0
1481.0
8760.0
5624.0
4070.0
2671.0
7606.0
6176.0
2192.0
2000.0
1501.0
3487.0
702.0
1368.0
2990.0
5935.0
6582.0
3901.0
7387.0
4888.0
14566.0
8366.0
3795.0
201.0
2527.0
2906.0
456.0
391.0
3088.0
10228.0
1348.0
5610.0
1236.0
12363.0
10108.0
1662.0
10110.0
12724.0
4039.0
1415.0
9823.0
6966.0
17661.0
5814.0
11396.0
4874.0
6636.0
8031.0
6949.0
8076.0
1177.0
6546.0
4498.0
8684.0
7995.0
10765.0
4897.0
4175.0
4429.0
507.0
8543.0
9754.0
587.0
9217.0
13723.0
13163.0
4017.0
11509.0
8502.0
4707.0
4812.0
4417.0
7384.0
10017.0
14417.0
77.0
9023.0
3772.0
938.0
1307.0
3706.0
11240.0
11654.0
