tap_out_traffic1
28110.0
19535.0
20020.0
15066.0
37245.0
11300.0
31842.0
16581.0
36686.0
17614.0
22124.0
25563.0
9710.0
15790.0
23990.0
39003.0
23994.0
17208.0
248.0
16193.0
25791.0
26861.0
33791.0
36.0
11842.0
17942.0
33266.0
23600.0
17958.0
7110.0
11434.0
5515.0
22479.0
11732.0
18203.0
4943.0
30460.0
12278.0
25938.0
12850.0
20489.0
21338.0
18227.0
17901.0
248.0
18712.0
21201.0
15591.0
19491.0
15808.0
16082.0
19873.0
12555.0
17714.0
24451.0
14113.0
18708.0
27061.0
17776.0
17800.0
12144.0
12194.0
21926.0
26950.0
21431.0
21765.0
11825.0
17679.0
16756.0
17529.0
7424.0
14350.0
15708.0
30692.0
10238.0
16886.0
20400.0
7786.0
42938.0
29456.0
18190.0
13769.0
14755.0
8953.0
4775.0
13443.0
45291.0
15495.0
14668.0
15366.0
53600.0
13268.0
58046.0
15127.0
10496.0
4818.0
15919.0
22216.0
43352.0
15386.0
55731.0
13617.0
15166.0
13671.0
16765.0
15257.0
19974.0
15223.0
22371.0
20867.0
60521.0
14089.0
14867.0
22934.0
20945.0
13743.0
13820.0
13032.0
21157.0
13607.0
14560.0
22639.0
16428.0
19656.0
11118.0
12541.0
7544.0
11176.0
26747.0
20689.0
20545.0
10976.0
2295.0
2945.0
14055.0
23934.0
24424.0
