in_WEEKDAY_eating_2
5380547.0
5564789.0
4843408.0
4043557.0
2959880.0
1373867.0
4704870.0
4213913.0
3653597.0
4661638.0
3157676.0
4662244.0
5694523.0
4967162.0
5151118.0
5255344.0
2040372.0
2398210.0
5085581.0
376275.0
4522576.0
4789442.0
4788417.0
5398242.0
313400.0
3319114.0
4315048.0
4666573.0
4983870.0
3181774.0
1908059.0
3922346.0
2854224.0
5402922.0
1405176.0
2600505.0
1822694.0
4987562.0
3354199.0
4326971.0
4607418.0
5130573.0
4652293.0
5010942.0
3617104.0
341805.0
4440996.0
4586930.0
2264551.0
3432791.0
2611033.0
4647687.0
4395457.0
4502336.0
4628942.0
3087176.0
5331361.0
3516774.0
3602045.0
3484556.0
4147804.0
2416077.0
4506980.0
4580871.0
3740119.0
3877860.0
3004227.0
4303293.0
3886238.0
2864100.0
2088375.0
2420830.0
3933355.0
1113917.0
1957755.0
3404741.0
5009592.0
4615245.0
4136892.0
5902814.0
4179547.0
5136345.0
4156728.0
4049064.0
659734.0
2136901.0
1953312.0
1708982.0
756490.0
4760118.0
4334266.0
3695258.0
2167759.0
1673711.0
4893520.0
2405654.0
2435493.0
2849512.0
4922975.0
2906525.0
1170056.0
4312579.0
3130676.0
4856866.0
3103809.0
2670945.0
2214428.0
4241556.0
4592987.0
4359480.0
4089049.0
2553324.0
3949979.0
3023336.0
5164765.0
2936179.0
4002532.0
3029593.0
3215400.0
4152491.0
841011.0
3068590.0
4079738.0
941228.0
3867551.0
4463771.0
4738510.0
4198027.0
4497691.0
3543997.0
4297394.0
2824795.0
3640886.0
3349801.0
4903871.0
4171699.0
694931.0
5445769.0
1665597.0
1588224.0
1883239.0
5090958.0
5598397.0
4332413.0
