out_WEEKENDS_HOLIDAY_eating_1
587000.0
932412.0
469972.0
264743.0
460220.0
67153.0
904994.0
251517.0
413082.0
159381.0
269155.0
465246.0
1013496.0
265337.0
339593.0
1037960.0
230382.0
396731.0
567386.0
158730.0
557695.0
890591.0
735413.0
778847.0
156602.0
115405.0
543972.0
679265.0
482099.0
313989.0
323036.0
271239.0
177850.0
238296.0
293339.0
279134.0
101903.0
583430.0
579939.0
552962.0
460323.0
681994.0
616243.0
839029.0
317871.0
158730.0
819081.0
826750.0
202425.0
374590.0
180274.0
652018.0
354769.0
703003.0
863357.0
589052.0
749413.0
414269.0
837657.0
344598.0
448218.0
310218.0
207965.0
770147.0
752750.0
626901.0
422913.0
740320.0
312071.0
482588.0
228220.0
431810.0
513867.0
28625.0
383698.0
487759.0
409319.0
593075.0
585083.0
465853.0
293620.0
1100247.0
462610.0
518749.0
31279.0
241791.0
332693.0
97818.0
91733.0
385601.0
467202.0
168283.0
413756.0
91452.0
867850.0
466530.0
148363.0
652740.0
866803.0
278694.0
213569.0
598388.0
763152.0
1034403.0
656800.0
606235.0
254399.0
483879.0
615805.0
585837.0
259334.0
147907.0
537455.0
506164.0
800731.0
584696.0
618708.0
455457.0
475660.0
515718.0
155850.0
538755.0
320844.0
26574.0
810577.0
572890.0
848087.0
360331.0
848390.0
231511.0
248224.0
463114.0
211172.0
641999.0
713417.0
1018691.0
91045.0
822597.0
167690.0
223251.0
242201.0
429775.0
954335.0
511894.0
