hdb_count2
918
1040
716
443
750
148
577
526
863
781
619
790
948
595
668
861
442
582
1174
0
368
505
863
997
0
248
413
1279
558
856
116
969
236
1054
78
203
219
831
347
384
526
1328
402
656
572
0
631
569
622
954
851
146
588
562
159
384
720
639
149
112
346
773
275
574
140
131
103
536
450
85
155
43
272
386
44
142
670
516
134
1210
506
804
591
323
4
337
252
5
10
361
660
320
466
178
777
485
149
573
775
408
43
817
269
758
268
531
395
642
713
633
684
261
657
386
730
606
753
571
400
490
36
664
583
194
538
715
783
602
704
574
599
616
687
549
557
573
30
752
191
175
200
430
1023
681
