in_WEEKDAY_eating_0.2
226258.0
175241.0
31307.0
66644.0
491779.0
62790.0
115061.0
107056.0
630522.0
13705.0
82838.0
49766.0
90201.0
146259.0
0.0
141364.0
83287.0
42401.0
56970.0
82985.0
274219.0
1175265.0
111707.0
174223.0
103739.0
35854.0
58302.0
50624.0
92261.0
32557.0
239240.0
22751.0
50020.0
88000.0
0.0
37581.0
34846.0
172269.0
0.0
57226.0
200874.0
570073.0
109795.0
52660.0
124635.0
41059.0
866790.0
49205.0
101224.0
52007.0
24291.0
91710.0
79974.0
175316.0
43075.0
712676.0
0.0
548931.0
329615.0
19392.0
177572.0
2887.0
51141.0
831016.0
223739.0
26615.0
2071.0
67654.0
59680.0
123088.0
51582.0
94600.0
210354.0
8746.0
73021.0
838.0
0.0
468834.0
100318.0
133156.0
26010.0
1264106.0
316275.0
331273.0
0.0
21968.0
194663.0
43726.0
9759.0
29274.0
96412.0
148705.0
453153.0
70989.0
14598.0
61599.0
10250.0
530615.0
1719265.0
95910.0
100930.0
106691.0
175853.0
38504.0
1119780.0
45230.0
230470.0
100896.0
87751.0
83242.0
47394.0
38995.0
483970.0
4631.0
1618839.0
592162.0
27449.0
10525.0
522681.0
70632.0
27.0
827996.0
139888.0
45615.0
25879.0
94638.0
35221.0
61649.0
119607.0
72512.0
103329.0
59843.0
77425.0
265307.0
40063.0
66935.0
355200.0
3688.0
35489.0
0.0
227015.0
32360.0
1079403.0
473851.0
