out_WEEKDAY_total_0.2
422716.0
291518.0
57856.0
74020.0
803595.0
89913.0
199277.0
192143.0
1171019.0
26247.0
140577.0
120229.0
147700.0
265472.0
0.0
291179.0
141540.0
90555.0
95164.0
232796.0
315327.0
2170070.0
185265.0
327399.0
255945.0
65844.0
70708.0
109722.0
89650.0
85378.0
489721.0
30048.0
65322.0
148029.0
0.0
44239.0
71766.0
305904.0
0.0
107936.0
379689.0
930504.0
122868.0
98703.0
247936.0
49527.0
1517223.0
111574.0
188758.0
85271.0
47440.0
316038.0
196464.0
309131.0
82159.0
1160202.0
0.0
1057806.0
430047.0
15004.0
277868.0
8216.0
106441.0
1354991.0
465962.0
51697.0
19591.0
128483.0
128330.0
421671.0
83106.0
145123.0
375882.0
19105.0
101186.0
16092.0
0.0
778916.0
206310.0
121774.0
66567.0
2388165.0
266796.0
567957.0
0.0
53348.0
370573.0
79388.0
16927.0
71783.0
189415.0
224224.0
766758.0
114590.0
22949.0
114540.0
20859.0
663325.0
2712289.0
198181.0
192661.0
195932.0
203564.0
52400.0
1821754.0
92913.0
459376.0
189271.0
180489.0
167481.0
76584.0
70473.0
734039.0
10001.0
2435288.0
1023482.0
53172.0
20849.0
1032953.0
137994.0
2278.0
1330139.0
269760.0
109782.0
64402.0
230501.0
120052.0
136954.0
223803.0
133924.0
224654.0
101235.0
130384.0
472431.0
155843.0
124400.0
453415.0
7755.0
59640.0
0.0
329911.0
70518.0
1918086.0
1003641.0
