in_WEEKDAY_eating_1
1762701.0
2587140.0
1507715.0
829192.0
1265781.0
258020.0
2328509.0
726018.0
1119908.0
472254.0
836416.0
1428449.0
2813364.0
852463.0
1113797.0
2899453.0
681676.0
1079405.0
1741674.0
240256.0
1260257.0
2330061.0
2119392.0
2120328.0
227783.0
331597.0
1426880.0
2161267.0
1312142.0
984663.0
725397.0
724656.0
527318.0
761832.0
722175.0
691273.0
318925.0
1778435.0
1505476.0
1261015.0
1202546.0
1957587.0
1345615.0
2283642.0
1048246.0
240256.0
2179618.0
2591429.0
603584.0
1019576.0
562360.0
1338831.0
957368.0
2085620.0
1814680.0
1521482.0
2087533.0
1171022.0
1693091.0
640798.0
1009932.0
800957.0
644964.0
2245518.0
1530311.0
1322480.0
865361.0
2060747.0
846211.0
985940.0
730535.0
844658.0
1354389.0
78767.0
747110.0
1249386.0
1197151.0
1612164.0
1295072.0
1319560.0
751427.0
2866976.0
1230964.0
1337437.0
39530.0
677854.0
1046548.0
266049.0
300505.0
919573.0
1418238.0
591585.0
1101695.0
389775.0
2511382.0
1233871.0
375061.0
1742518.0
2544699.0
775568.0
530970.0
1734342.0
2350401.0
2803956.0
2088032.0
1586853.0
738002.0
1378824.0
1802502.0
1748080.0
749156.0
419936.0
1613704.0
1316619.0
2534839.0
1607972.0
1795339.0
1300882.0
1217625.0
1341089.0
345538.0
1576778.0
972112.0
115678.0
2269215.0
1664004.0
2546606.0
875495.0
2302370.0
667531.0
645847.0
1357211.0
628016.0
1610736.0
1751743.0
3030170.0
413960.0
2471445.0
440145.0
473595.0
551505.0
1136394.0
2657232.0
1538203.0
