hdb_count0.5
119
57
106
74
31
0
68
41
66
57
73
102
67
65
27
81
71
21
118
0
4
56
93
109
0
0
67
122
29
83
28
66
30
50
42
34
35
110
80
12
63
101
15
92
49
0
80
57
127
73
122
0
65
80
11
82
84
61
12
0
41
14
1
93
16
6
0
13
54
0
8
0
21
52
0
7
76
108
0
119
27
81
101
25
0
43
29
0
1
5
107
0
116
0
58
101
0
87
55
28
9
87
75
83
71
121
110
64
105
49
107
0
84
14
73
65
93
65
13
23
0
67
79
0
36
124
99
8
85
89
40
94
79
76
88
130
0
20
27
0
0
49
48
135
