out_WEEKDAY_total_0.5
1355626.0
3059635.0
800697.0
575370.0
1331847.0
164145.0
601029.0
444456.0
1376189.0
157764.0
354441.0
926150.0
376720.0
393666.0
430714.0
2596466.0
321559.0
331111.0
472984.0
282323.0
1036520.0
2595783.0
1566915.0
903110.0
255945.0
226704.0
359228.0
1548713.0
742349.0
309546.0
704805.0
319827.0
351962.0
201098.0
150181.0
315561.0
224524.0
907141.0
1604663.0
570883.0
815675.0
1640167.0
550568.0
754437.0
617155.0
282323.0
1887713.0
1023603.0
408301.0
1162143.0
295381.0
640762.0
420920.0
728997.0
1043616.0
1909318.0
413961.0
1223854.0
1136084.0
239804.0
635830.0
33928.0
433575.0
2456111.0
1125397.0
616075.0
254692.0
594851.0
485779.0
1009812.0
253090.0
1036602.0
1153588.0
70206.0
375773.0
461494.0
553671.0
1146987.0
579089.0
578660.0
487439.0
2773265.0
1442800.0
1231839.0
2055.0
630542.0
768707.0
309478.0
231053.0
315469.0
504752.0
277558.0
1071061.0
260329.0
2959677.0
480367.0
101977.0
1663236.0
3007173.0
539812.0
676915.0
605292.0
2458094.0
603951.0
2295136.0
439722.0
530934.0
766507.0
697303.0
952328.0
389165.0
167969.0
1359459.0
1328358.0
2743234.0
1653511.0
521804.0
477729.0
1292119.0
431698.0
2303.0
1497576.0
566804.0
130464.0
260875.0
653671.0
419042.0
184782.0
720153.0
275351.0
296901.0
333814.0
439415.0
698442.0
1833139.0
1105782.0
480159.0
2591543.0
363192.0
683038.0
683038.0
397632.0
3112177.0
1328957.0
