hdb_count0.2
17
5
17
14
0
0
15
21
10
13
13
23
10
9
0
2
11
0
21
0
0
10
15
15
0
0
16
15
12
28
10
8
7
21
2
0
10
23
16
0
16
11
1
18
9
0
12
10
18
2
24
0
20
21
0
7
7
15
5
0
12
1
0
16
1
0
0
0
10
0
0
0
8
27
0
0
6
14
0
6
5
8
16
3
0
8
0
0
0
0
25
0
8
0
7
24
0
14
1
6
0
25
26
6
15
22
13
9
25
9
21
0
16
0
6
11
16
14
5
0
0
10
20
0
9
21
23
0
20
19
9
26
13
22
14
23
0
3
7
0
0
5
4
14
