in_WEEKENDS_HOLIDAY_working_1
948196.0
1376361.0
760609.0
421828.0
671134.0
87498.0
1334643.0
405724.0
586259.0
257506.0
449807.0
744623.0
1500401.0
413002.0
546206.0
1546387.0
370880.0
562629.0
945863.0
172101.0
820170.0
1348342.0
1166810.0
1171554.0
167455.0
184375.0
810739.0
1146966.0
758609.0
505671.0
475352.0
394852.0
294741.0
412404.0
458326.0
459667.0
180997.0
973519.0
835674.0
768981.0
690239.0
1050385.0
882107.0
1315595.0
501880.0
172101.0
1255876.0
1286105.0
353904.0
556936.0
318671.0
941411.0
530898.0
1104729.0
1317495.0
846695.0
1232101.0
606139.0
1244252.0
451049.0
631472.0
447177.0
345458.0
1196764.0
1118232.0
925256.0
652797.0
1181458.0
496210.0
705724.0
341161.0
610209.0
757822.0
50540.0
533646.0
739978.0
664031.0
973835.0
835532.0
705865.0
481732.0
1643329.0
650413.0
774843.0
38911.0
399204.0
540691.0
137601.0
149253.0
599777.0
714262.0
290600.0
618725.0
156774.0
1294501.0
735443.0
226778.0
975620.0
1309945.0
428819.0
292968.0
942827.0
1181299.0
1574036.0
1027147.0
907024.0
406993.0
800986.0
979779.0
936279.0
403133.0
202555.0
859178.0
698221.0
1249505.0
881884.0
974745.0
672977.0
657882.0
713047.0
204905.0
853526.0
558780.0
37133.0
1161452.0
856289.0
1277332.0
477690.0
1274035.0
398389.0
365877.0
700656.0
363498.0
949985.0
1063596.0
1534728.0
132480.0
1258673.0
268380.0
287546.0
331642.0
680504.0
1418326.0
789427.0
