out_WEEKENDS_HOLIDAY_working_1
894888.0
1492652.0
716244.0
389080.0
718565.0
99417.0
1399751.0
371437.0
649596.0
222972.0
390390.0
691151.0
1616936.0
398976.0
508917.0
1642755.0
346101.0
623084.0
885065.0
232333.0
872168.0
1380902.0
1134933.0
1191606.0
229883.0
171470.0
823974.0
1032149.0
729188.0
457109.0
510795.0
411033.0
256093.0
351462.0
460277.0
414441.0
145872.0
858997.0
917821.0
840465.0
688655.0
1060210.0
950920.0
1296370.0
473968.0
232333.0
1268313.0
1282095.0
299840.0
588357.0
267908.0
1054488.0
541828.0
1083717.0
1400368.0
932134.0
1153811.0
653583.0
1359214.0
567813.0
689337.0
495386.0
315124.0
1195628.0
1228983.0
1031629.0
700123.0
1153216.0
467555.0
790064.0
361426.0
703780.0
838970.0
43232.0
620062.0
802046.0
622150.0
911781.0
955383.0
708945.0
447187.0
1710272.0
689542.0
847039.0
50605.0
369393.0
517582.0
144663.0
144094.0
600246.0
681670.0
257341.0
636229.0
135738.0
1339306.0
704166.0
218568.0
1007884.0
1334044.0
430344.0
333273.0
920027.0
1176911.0
1586900.0
1017321.0
936278.0
388233.0
729828.0
938677.0
891483.0
380760.0
224952.0
824243.0
796495.0
1248176.0
905591.0
947324.0
708065.0
755380.0
805606.0
260098.0
835996.0
465359.0
36907.0
1258168.0
851232.0
1294478.0
560368.0
1316586.0
336873.0
371375.0
736362.0
303950.0
981462.0
1082893.0
1576071.0
140830.0
1279942.0
238449.0
365841.0
393233.0
669463.0
1524408.0
754625.0
