out_WEEKDAY_total_1
3034082.0
4569775.0
2622093.0
1431434.0
2259430.0
507016.0
4309266.0
1278338.0
2028109.0
803387.0
1449550.0
2500663.0
4950447.0
1559920.0
1947346.0
5133517.0
1216113.0
1929821.0
2840841.0
547736.0
2296549.0
4194122.0
3614375.0
3856475.0
538268.0
557427.0
2499203.0
3525852.0
2283497.0
1725996.0
1343127.0
1419317.0
924855.0
1289644.0
1277457.0
1156372.0
504205.0
3080585.0
2632018.0
2371332.0
2268947.0
3476260.0
2494868.0
3969877.0
1730941.0
547736.0
3865893.0
4268182.0
1041498.0
1830878.0
967346.0
2583459.0
1760185.0
3620677.0
3315360.0
2667974.0
3538715.0
2131865.0
3186384.0
1321096.0
1844141.0
1465001.0
1073434.0
3788631.0
2881395.0
2507052.0
1578973.0
3470316.0
1537736.0
1765786.0
1268419.0
1558984.0
2523351.0
141790.0
1401454.0
2256710.0
2052442.0
2748001.0
2487485.0
2372782.0
1294950.0
5030508.0
2348652.0
2424246.0
82154.0
1164274.0
1778835.0
475914.0
480056.0
1723340.0
2590680.0
984789.0
1908738.0
639858.0
4250589.0
2270922.0
697178.0
3092158.0
4273058.0
1446269.0
1108029.0
3018396.0
3889118.0
4918190.0
3377564.0
2852730.0
1322607.0
2332212.0
3077970.0
2977462.0
1397496.0
802233.0
2727089.0
2352269.0
3937508.0
2805164.0
3150103.0
2308706.0
2154026.0
2394605.0
597923.0
2671481.0
1722678.0
251871.0
3872564.0
3119637.0
4251474.0
1682383.0
3941322.0
1184847.0
1201403.0
2264842.0
1093825.0
3042037.0
3315918.0
5140003.0
591370.0
4007493.0
824036.0
883873.0
975537.0
1964699.0
4699546.0
2801531.0
