out_WEEKDAY_eating_0.2
225830.0
169759.0
32845.0
40029.0
478676.0
53623.0
104761.0
106285.0
694927.0
14470.0
80844.0
67506.0
75940.0
155700.0
0.0
164290.0
81804.0
52277.0
53168.0
138877.0
187705.0
1220547.0
105700.0
178761.0
149918.0
37792.0
40182.0
61459.0
49937.0
50361.0
281374.0
16465.0
38835.0
81270.0
0.0
24597.0
46077.0
168596.0
0.0
66317.0
208030.0
552210.0
68001.0
56791.0
139881.0
30210.0
875751.0
67306.0
106940.0
50175.0
27546.0
178113.0
116959.0
170825.0
47123.0
698144.0
0.0
643438.0
236981.0
8344.0
150813.0
4490.0
62519.0
761633.0
265198.0
31779.0
12123.0
75051.0
72536.0
241753.0
56867.0
82310.0
205952.0
10903.0
61504.0
11421.0
0.0
438229.0
127753.0
75100.0
35612.0
1368744.0
152435.0
306588.0
0.0
27687.0
204311.0
50214.0
9275.0
42810.0
103145.0
129569.0
443291.0
78379.0
12638.0
62508.0
11843.0
370659.0
1524046.0
116857.0
107651.0
119716.0
113708.0
30343.0
1029887.0
49299.0
274175.0
107029.0
102623.0
105878.0
41655.0
52810.0
420387.0
5608.0
1366653.0
602958.0
29043.0
12584.0
598610.0
83902.0
1048.0
749691.0
150635.0
74391.0
35866.0
126109.0
65814.0
79851.0
128413.0
71418.0
135555.0
59158.0
73852.0
265636.0
90136.0
70267.0
243822.0
4698.0
35229.0
0.0
190853.0
44473.0
1117465.0
596817.0
