tap_in_traffic2
74550.0
84113.0
82498.0
83773.0
75873.0
37734.0
74667.0
67890.0
82270.0
96066.0
58006.0
56055.0
97729.0
68746.0
80782.0
50508.0
50281.0
70424.0
12028.0
88333.0
88601.0
84105.0
92604.0
7370.0
85302.0
92656.0
66131.0
73394.0
51309.0
44976.0
63122.0
54122.0
76586.0
55813.0
56399.0
37899.0
72199.0
73816.0
77070.0
78626.0
78598.0
71183.0
57576.0
79760.0
7578.0
63048.0
71037.0
51111.0
50287.0
49648.0
72838.0
52397.0
57235.0
76102.0
67163.0
69677.0
59398.0
65045.0
54915.0
80330.0
40888.0
62687.0
66425.0
65084.0
58560.0
55565.0
58468.0
69271.0
39176.0
58010.0
22285.0
36356.0
55285.0
78344.0
48902.0
64562.0
82415.0
61968.0
80531.0
66732.0
52737.0
35002.0
51235.0
34033.0
19025.0
46532.0
71693.0
38372.0
30661.0
50789.0
97157.0
37979.0
121646.0
51648.0
65775.0
13686.0
129036.0
50537.0
76219.0
45056.0
101589.0
43233.0
49825.0
50555.0
54106.0
36793.0
54787.0
52318.0
60983.0
73216.0
122495.0
130834.0
47534.0
61557.0
65000.0
62774.0
65671.0
37904.0
69725.0
76865.0
57432.0
68803.0
54774.0
57595.0
57760.0
43696.0
43851.0
45982.0
77862.0
36125.0
80374.0
62627.0
16627.0
18364.0
47722.0
84337.0
73681.0
