out_WEEKDAY_total_2
9554835.0
9809633.0
8524957.0
7137092.0
5094392.0
2544984.0
8347672.0
7589918.0
6316570.0
8180638.0
5617086.0
8236163.0
10160509.0
8908855.0
9166356.0
9192152.0
3626903.0
4201135.0
8800025.0
857393.0
7767678.0
8441393.0
8352562.0
9389119.0
704644.0
5811954.0
7568289.0
8109088.0
8796841.0
5379012.0
3303299.0
6867436.0
5103985.0
9532793.0
2465609.0
4558897.0
3226338.0
8808064.0
5864515.0
7908381.0
8317135.0
8903979.0
8496561.0
8816440.0
6332879.0
770751.0
7491440.0
7899147.0
3926923.0
5999390.0
4552844.0
8441603.0
7681810.0
7698192.0
8518804.0
5488121.0
9231501.0
6116595.0
6716079.0
6469548.0
7763371.0
4209203.0
8253984.0
7936706.0
6915668.0
7254482.0
5685771.0
7458642.0
6584718.0
5143984.0
3792470.0
4428810.0
7298504.0
1970060.0
3446016.0
6347094.0
8836652.0
7941455.0
7684823.0
10164490.0
7569387.0
9170743.0
7437061.0
7320639.0
1275934.0
3734439.0
3363550.0
2991861.0
1293168.0
8556000.0
7588040.0
6298596.0
3767798.0
3007864.0
8774286.0
4269491.0
4104694.0
5192066.0
8792049.0
5177086.0
2197885.0
7515635.0
5302462.0
8599281.0
5246080.0
4749986.0
3851865.0
7405072.0
8099886.0
7771862.0
7151782.0
4624796.0
6654685.0
5416902.0
9177871.0
5357230.0
6949820.0
5334377.0
5717167.0
7301397.0
1465564.0
5363988.0
7153056.0
1865479.0
6857118.0
7788445.0
8342043.0
7272941.0
7769425.0
6083402.0
7455039.0
4909395.0
6349489.0
6186658.0
8470696.0
7297339.0
1136268.0
9737571.0
3129814.0
2816386.0
3375003.0
9136411.0
9863850.0
7577736.0
