in_WEEKENDS_HOLIDAY_eating_1
607324.0
907958.0
481991.0
273871.0
442927.0
60743.0
878189.0
259508.0
389896.0
161496.0
281284.0
475396.0
995214.0
273625.0
346141.0
1016119.0
238762.0
374737.0
613153.0
122362.0
531237.0
890371.0
755501.0
756832.0
117937.0
116626.0
537652.0
749565.0
487063.0
329948.0
305549.0
250759.0
185191.0
262883.0
295024.0
303926.0
113947.0
618874.0
557626.0
510693.0
452585.0
681616.0
601983.0
854125.0
326030.0
122362.0
816260.0
853804.0
224122.0
361884.0
197213.0
621019.0
340580.0
725372.0
868717.0
563619.0
800220.0
389752.0
821815.0
294710.0
420620.0
292412.0
223839.0
788066.0
722060.0
592893.0
417348.0
774738.0
316653.0
468958.0
219555.0
403082.0
488109.0
30987.0
351110.0
479357.0
421535.0
617021.0
542317.0
453296.0
309906.0
1094611.0
432332.0
497037.0
27383.0
250909.0
343269.0
88361.0
95659.0
379742.0
466823.0
181682.0
410545.0
99975.0
878829.0
471028.0
145039.0
645598.0
888666.0
275972.0
192157.0
619861.0
779053.0
1042228.0
678567.0
598751.0
256688.0
508550.0
634577.0
595242.0
255265.0
137333.0
555487.0
479042.0
859015.0
587840.0
638945.0
442957.0
450194.0
490951.0
145005.0
560179.0
355239.0
22366.0
795360.0
553309.0
870124.0
320294.0
855208.0
250696.0
238895.0
469674.0
225292.0
608363.0
688405.0
1039414.0
106645.0
862684.0
177087.0
201007.0
229532.0
432431.0
933063.0
512483.0
