out_WEEKENDS_HOLIDAY_working_2
2827964.0
2876083.0
2533043.0
2153669.0
1494357.0
651030.0
2526254.0
2305401.0
1830518.0
2554108.0
1609874.0
2446595.0
2948528.0
2617466.0
2744621.0
2724031.0
1113309.0
1243752.0
2627480.0
303044.0
2507034.0
2688328.0
2521606.0
2792763.0
264183.0
1902807.0
2434399.0
2417030.0
2832236.0
1631482.0
1191856.0
2106372.0
1545054.0
2799884.0
857181.0
1621591.0
943323.0
2586697.0
1895233.0
2852678.0
2714494.0
2643895.0
3059969.0
2750364.0
1795668.0
288599.0
2334382.0
2292764.0
1053520.0
1811548.0
1335986.0
3480279.0
2402551.0
2170078.0
3446079.0
1791659.0
2840424.0
1879555.0
2615140.0
2545433.0
2867700.0
1236024.0
3048904.0
2293670.0
2736278.0
2880249.0
2263501.0
2331626.0
1946883.0
1962423.0
1259097.0
1693322.0
2647916.0
629699.0
1329603.0
2346307.0
2690091.0
2652013.0
2981681.0
3064511.0
2494096.0
2923113.0
2397758.0
2576213.0
429344.0
1138671.0
908658.0
1097174.0
383527.0
3137951.0
2146456.0
1750952.0
1115580.0
831636.0
2582955.0
1346684.0
1176223.0
1590626.0
2587817.0
1483977.0
538396.0
2310201.0
1498567.0
2724735.0
1486193.0
1461840.0
1179216.0
2351018.0
2544716.0
2435984.0
2108832.0
1364963.0
1997752.0
1738755.0
2795468.0
1638558.0
2135442.0
1573005.0
1836360.0
2288654.0
548984.0
1586932.0
2127246.0
483387.0
2049779.0
2262550.0
2427207.0
2418476.0
2497806.0
1902004.0
2486797.0
1463786.0
1934459.0
1935368.0
2674362.0
2141420.0
249117.0
2947065.0
969625.0
951491.0
1116188.0
3304421.0
2893448.0
2146450.0
