in_WEEKDAY_eating_0.5
770964.0
1675098.0
448023.0
333531.0
708501.0
105947.0
353790.0
252654.0
745786.0
88319.0
209786.0
474579.0
210395.0
246506.0
247810.0
1467287.0
195803.0
180146.0
275749.0
124044.0
572984.0
1396918.0
913637.0
522365.0
103739.0
121180.0
213091.0
928887.0
394455.0
164966.0
356455.0
175235.0
240458.0
122433.0
87994.0
201005.0
137759.0
549315.0
1013573.0
322298.0
426253.0
937313.0
351751.0
436378.0
384418.0
124044.0
1076033.0
469732.0
226278.0
610365.0
177113.0
340732.0
217300.0
383638.0
429185.0
1076327.0
238858.0
627785.0
627308.0
100201.0
356168.0
15046.0
253627.0
1491507.0
613148.0
317013.0
96455.0
353257.0
295559.0
533349.0
176252.0
556659.0
628731.0
33293.0
230423.0
252085.0
343982.0
680751.0
331939.0
303962.0
288159.0
1644540.0
749333.0
664744.0
755.0
370668.0
417596.0
175776.0
137677.0
169414.0
302215.0
174244.0
662152.0
147956.0
1841822.0
228521.0
57928.0
975259.0
1894713.0
302149.0
377827.0
311605.0
1549447.0
326342.0
1457541.0
212181.0
275042.0
461500.0
415308.0
502530.0
211813.0
88026.0
821794.0
686123.0
1788811.0
971278.0
265458.0
233804.0
712641.0
240315.0
1304.0
956167.0
288655.0
54124.0
171778.0
355508.0
270462.0
85297.0
411367.0
165524.0
142284.0
215024.0
226577.0
400556.0
962615.0
480709.0
361088.0
1710979.0
176150.0
383215.0
383215.0
251559.0
1695788.0
645262.0
