out_WEEKDAY_eating_1
1699494.0
2612497.0
1556398.0
845009.0
1312120.0
347983.0
2421862.0
717269.0
1177691.0
476753.0
824718.0
1418709.0
2819176.0
948518.0
1181282.0
2957395.0
704704.0
1119736.0
1635390.0
325458.0
1340708.0
2359277.0
2064597.0
2196234.0
319005.0
334306.0
1460582.0
1998045.0
1319270.0
967269.0
770412.0
813295.0
550564.0
731845.0
726084.0
662840.0
291484.0
1746766.0
1540065.0
1378232.0
1286266.0
2005430.0
1435421.0
2259545.0
1035408.0
325458.0
2205446.0
2432919.0
584491.0
1066227.0
548575.0
1477364.0
1004170.0
2123774.0
1885343.0
1562483.0
1990085.0
1273526.0
1825331.0
794881.0
1076778.0
854391.0
648799.0
2163738.0
1662661.0
1469187.0
918741.0
2004663.0
859921.0
1032248.0
786650.0
919297.0
1495620.0
80273.0
829656.0
1345527.0
1174557.0
1553163.0
1447183.0
1373100.0
725378.0
2873726.0
1359197.0
1401541.0
44833.0
651760.0
987552.0
287955.0
279773.0
1001389.0
1500573.0
586401.0
1092828.0
410523.0
2436357.0
1239633.0
409566.0
1747423.0
2447072.0
831233.0
626568.0
1732922.0
2202931.0
2791274.0
1906351.0
1612573.0
758787.0
1325462.0
1757285.0
1736969.0
798463.0
523653.0
1552890.0
1385787.0
2230341.0
1585885.0
1801011.0
1315381.0
1254826.0
1430095.0
346990.0
1514333.0
977444.0
159713.0
2187781.0
1788988.0
2430286.0
973783.0
2265882.0
655378.0
690385.0
1295599.0
631629.0
1743424.0
1882581.0
2901388.0
344655.0
2264498.0
477566.0
507162.0
560794.0
1125180.0
2690514.0
1604408.0
