out_WEEKDAY_working_0.5
1092771.0
2633409.0
698693.0
451848.0
1145189.0
148019.0
452518.0
360638.0
1172113.0
122540.0
282911.0
736795.0
298404.0
339491.0
393613.0
2245742.0
249097.0
270795.0
377713.0
223464.0
892864.0
2175565.0
1334077.0
722049.0
204484.0
190893.0
295860.0
1187272.0
632496.0
253201.0
628012.0
246054.0
273461.0
148015.0
112385.0
258375.0
181170.0
707951.0
1373111.0
480043.0
657221.0
1391304.0
444045.0
619915.0
511049.0
223464.0
1630070.0
863639.0
325576.0
984691.0
229223.0
528220.0
351197.0
556110.0
886373.0
1647068.0
320527.0
1078158.0
1017413.0
213026.0
519134.0
30824.0
378013.0
2067281.0
1014607.0
545023.0
229166.0
471462.0
382276.0
915326.0
222697.0
931424.0
1045843.0
54639.0
335441.0
408963.0
442237.0
955463.0
505386.0
478808.0
389686.0
2288304.0
1143908.0
1113450.0
1856.0
515276.0
665182.0
262152.0
201889.0
270065.0
379386.0
243603.0
876624.0
228540.0
2393166.0
377941.0
82072.0
1390681.0
2428450.0
459135.0
584212.0
491625.0
2074215.0
470389.0
1945072.0
337569.0
437221.0
614726.0
565207.0
833407.0
299715.0
149277.0
1123922.0
1121490.0
2268058.0
1382117.0
420082.0
392801.0
1090437.0
362102.0
2138.0
1243969.0
435471.0
121518.0
214288.0
491375.0
317689.0
155664.0
559580.0
197253.0
242086.0
257722.0
338816.0
563989.0
1479236.0
872550.0
398385.0
2144812.0
285916.0
607573.0
607573.0
338500.0
2679111.0
1078198.0
