in_WEEKENDS_HOLIDAY_eating_0.2
88999.0
64948.0
11045.0
26634.0
163217.0
15074.0
45695.0
40681.0
210493.0
4522.0
26580.0
18255.0
39230.0
46276.0
0.0
53672.0
31256.0
18628.0
23322.0
45753.0
102465.0
466233.0
36303.0
70889.0
57331.0
14450.0
22449.0
18045.0
41060.0
12210.0
113037.0
10433.0
16548.0
33323.0
1348.0
13127.0
10588.0
63649.0
0.0
20682.0
69451.0
203945.0
52444.0
23539.0
45262.0
14853.0
329965.0
18099.0
36852.0
18095.0
8483.0
41821.0
27955.0
68435.0
17652.0
258466.0
0.0
186963.0
167520.0
13595.0
67858.0
1544.0
18827.0
318837.0
119350.0
12841.0
1994.0
29229.0
23166.0
76387.0
10965.0
40729.0
89727.0
4864.0
29518.0
93.0
0.0
167546.0
43270.0
41927.0
11609.0
487318.0
116971.0
165770.0
0.0
8613.0
44683.0
14118.0
3432.0
13011.0
30658.0
39534.0
158782.0
12813.0
5692.0
25795.0
5352.0
201301.0
600452.0
31806.0
40718.0
39470.0
60759.0
11525.0
349781.0
19000.0
81808.0
45138.0
36548.0
27003.0
18686.0
9286.0
157047.0
2003.0
539242.0
227679.0
10227.0
3393.0
207510.0
37385.0
26.0
291393.0
54352.0
5940.0
14213.0
36448.0
12036.0
32851.0
56243.0
27742.0
36748.0
20253.0
29491.0
110984.0
20287.0
27335.0
95646.0
718.0
15482.0
0.0
91826.0
11933.0
377751.0
138818.0
