out_WEEKENDS_HOLIDAY_total_2
3517197.0
3570795.0
3130040.0
2665537.0
1908250.0
795702.0
3158556.0
2858142.0
2339085.0
3104168.0
2034740.0
3040146.0
3651896.0
3188316.0
3398577.0
3360090.0
1378540.0
1571268.0
3317300.0
382355.0
3073095.0
3345421.0
3171181.0
3535871.0
327298.0
2334098.0
3017434.0
3064106.0
3457118.0
2061294.0
1423545.0
2642897.0
1874905.0
3525945.0
1037563.0
2015952.0
1202714.0
3262417.0
2296084.0
3516291.0
3429035.0
3365665.0
3738214.0
3405049.0
2310967.0
362651.0
2906925.0
2842122.0
1398364.0
2279829.0
1726611.0
4010751.0
2933704.0
2702376.0
3998628.0
2177356.0
3565992.0
2320187.0
3082045.0
2950497.0
3508460.0
1599131.0
3619688.0
2844958.0
3206274.0
3341460.0
2649158.0
2919908.0
2393587.0
2298037.0
1482158.0
1971465.0
3101246.0
777259.0
1541949.0
2728328.0
3285555.0
3200282.0
3448168.0
3869514.0
3061209.0
3662188.0
2985323.0
3059548.0
500080.0
1377882.0
1102883.0
1270317.0
455225.0
3697064.0
2736264.0
2122465.0
1433201.0
1034812.0
3282453.0
1693275.0
1424032.0
1998779.0
3289554.0
1814224.0
641028.0
2878228.0
1828773.0
3426409.0
1813089.0
1844319.0
1480363.0
2892559.0
3140763.0
3002176.0
2660607.0
1694417.0
2511274.0
2148700.0
3470965.0
2060316.0
2674727.0
1973564.0
2278461.0
2806674.0
657158.0
2012630.0
2662313.0
651105.0
2598892.0
2880031.0
3100324.0
2965260.0
3122474.0
2408025.0
3040727.0
1858800.0
2415484.0
2439688.0
3286446.0
2682713.0
322179.0
3668557.0
1229129.0
1179437.0
1378916.0
3898153.0
3589719.0
2734555.0
