out_WEEKENDS_HOLIDAY_working_0.2
140817.0
104780.0
18947.0
24066.0
261487.0
26651.0
58170.0
61083.0
385036.0
7237.0
42486.0
36331.0
54618.0
85968.0
0.0
110408.0
42800.0
39828.0
31933.0
101970.0
111497.0
769074.0
53032.0
111560.0
114540.0
23036.0
22459.0
32362.0
36366.0
25819.0
205607.0
13313.0
15685.0
38953.0
817.0
14991.0
17672.0
91856.0
0.0
31333.0
119752.0
330955.0
55915.0
40184.0
87099.0
13373.0
535338.0
35449.0
55162.0
31016.0
14454.0
115090.0
60528.0
96182.0
26867.0
423954.0
0.0
349872.0
208261.0
8928.0
89262.0
4433.0
36214.0
489798.0
220059.0
21282.0
8938.0
45832.0
40597.0
229988.0
15102.0
61381.0
161849.0
7820.0
36378.0
2060.0
0.0
262810.0
82627.0
42108.0
21772.0
874580.0
96047.0
249018.0
0.0
16712.0
78980.0
25512.0
6414.0
30457.0
45546.0
54164.0
270086.0
20669.0
9218.0
35740.0
10522.0
235649.0
919768.0
62093.0
68182.0
56832.0
59935.0
13508.0
572849.0
27759.0
152633.0
71863.0
60674.0
45525.0
24751.0
15473.0
237703.0
2313.0
821059.0
387466.0
14538.0
6247.0
403550.0
72838.0
1363.0
455578.0
80184.0
13393.0
25875.0
66471.0
30450.0
65609.0
78955.0
35349.0
77574.0
25835.0
36646.0
162158.0
55085.0
37515.0
118674.0
930.0
20935.0
0.0
153255.0
23921.0
653623.0
281476.0
